ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
221212_x_at	0.39709	1.54e-01	-1.552694	-5.31303	-0.1598757	PBRM1	polybromo 1
219238_at	0.39733	1.54e-01	1.552203	-5.31368	0.1707063	PIGV	phosphatidylinositol glycan anchor biosynthesis class V
218368_s_at	0.39733	1.54e-01	-1.552155	-5.31374	-0.5763247	TNFRSF12A	TNF receptor superfamily member 12A
202900_s_at	0.39735	1.54e-01	-1.551928	-5.31404	-0.183541	NUP88	nucleoporin 88
210342_s_at	0.39735	1.54e-01	1.551907	-5.31407	0.1807683	TPO	thyroid peroxidase
212004_at	0.39735	1.54e-01	1.551858	-5.31414	0.1340583	SZRD1	SUZ RNA binding domain containing 1
204928_s_at	0.39735	1.54e-01	1.551694	-5.31435	0.2220252	SLC10A3	solute carrier family 10 member 3
215573_at	0.39735	1.54e-01	1.551655	-5.31441	0.1225504	CAT	catalase
205664_at	0.39735	1.54e-01	1.551614	-5.31446	0.1474407	KIN	Kin17 DNA and RNA binding protein
219130_at	0.39735	1.54e-01	-1.551594	-5.31449	-0.2250801	TRMT13	tRNA methyltransferase 13 homolog
214192_at	0.39735	1.54e-01	1.551523	-5.31458	0.1050669	NUP88	nucleoporin 88
208069_x_at	0.39738	1.54e-01	1.551323	-5.31485	0.1430586	GH2///GH1///CSHL1///CSH1	growth hormone 2///growth hormone 1///chorionic somatomammotropin hormone like 1///chorionic somatomammotropin hormone 1
205686_s_at	0.39738	1.54e-01	1.551277	-5.31491	0.1158173	CD86	CD86 molecule
215502_at	0.39738	1.54e-01	1.551225	-5.31498	0.1393805		
206381_at	0.39738	1.54e-01	1.55115	-5.31508	0.2671405	SCN2A	sodium voltage-gated channel alpha subunit 2
221096_s_at	0.39738	1.54e-01	-1.551083	-5.31516	-0.1383803	TMCO6	transmembrane and coiled-coil domains 6
212276_at	0.39744	1.54e-01	-1.550925	-5.31537	-0.4157994	LPIN1	lipin 1
206281_at	0.3979	1.54e-01	1.5501	-5.31647	0.1184393	ADCYAP1	adenylate cyclase activating polypeptide 1
222058_at	0.39801	1.54e-01	-1.549794	-5.31687	-0.1139182	RNF130	ring finger protein 130
213675_at	0.39801	1.54e-01	-1.549758	-5.31692	-0.2137631	PARVA	parvin alpha
222263_at	0.39805	1.54e-01	1.549585	-5.31715	0.2804821	SLC35E1	solute carrier family 35 member E1
200756_x_at	0.39805	1.55e-01	-1.549546	-5.3172	-0.4158325	CALU	calumenin
214438_at	0.39805	1.55e-01	1.549468	-5.3173	0.6817502	HLX	H2.0 like homeobox
218984_at	0.39808	1.55e-01	1.54927	-5.31757	0.1993771	PUS7	pseudouridylate synthase 7 (putative)
209120_at	0.39808	1.55e-01	1.549154	-5.31772	0.5334308	NR2F2	nuclear receptor subfamily 2 group F member 2
55662_at	0.39808	1.55e-01	-1.548923	-5.31803	-0.2045761	C10orf76	chromosome 10 open reading frame 76
200922_at	0.39808	1.55e-01	1.548916	-5.31803	0.6334706	KDELR1	KDEL endoplasmic reticulum protein retention receptor 1
203493_s_at	0.39808	1.55e-01	-1.54891	-5.31804	-0.2323921	CEP57	centrosomal protein 57
213680_at	0.39808	1.55e-01	1.548699	-5.31832	0.1024167	KRT6B	keratin 6B
212835_at	0.39808	1.55e-01	-1.54869	-5.31833	-0.2298927	FAM175B	family with sequence similarity 175 member B
202781_s_at	0.39808	1.55e-01	-1.548542	-5.31853	-0.2077021	INPP5K	inositol polyphosphate-5-phosphatase K
212400_at	0.39808	1.55e-01	1.548453	-5.31865	0.2165448	FAM102A	family with sequence similarity 102 member A
37408_at	0.39808	1.55e-01	1.548364	-5.31877	0.1573075	MRC2	mannose receptor C type 2
211359_s_at	0.39808	1.55e-01	1.548353	-5.31878	0.1399961	OPRM1	opioid receptor mu 1
204836_at	0.39808	1.55e-01	1.54834	-5.3188	0.1151982	GLDC	glycine decarboxylase
208425_s_at	0.39808	1.55e-01	-1.548266	-5.31889	-0.4455758	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2
218095_s_at	0.39808	1.55e-01	-1.548258	-5.31891	-0.1764854	TMEM165	transmembrane protein 165
216770_at	0.39808	1.55e-01	1.548231	-5.31894	0.125382		
214645_at	0.39808	1.55e-01	1.548132	-5.31907	0.1491044		
206080_at	0.39808	1.55e-01	1.548096	-5.31912	0.1382764	PLCH2	phospholipase C eta 2
211762_s_at	0.39808	1.55e-01	-1.548079	-5.31914	-0.2222183	KPNA2	karyopherin subunit alpha 2
213777_s_at	0.39819	1.55e-01	1.547822	-5.31948	0.1390267		
220613_s_at	0.39825	1.55e-01	-1.547642	-5.31972	-0.5326343	SYTL2	synaptotagmin like 2
215509_s_at	0.39835	1.55e-01	-1.547406	-5.32003	-0.4887962	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
215745_at	0.39844	1.55e-01	1.547109	-5.32043	0.1508408		
217573_at	0.39844	1.55e-01	1.547053	-5.3205	0.1447548	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C
200784_s_at	0.39844	1.55e-01	-1.547044	-5.32051	-0.7389761	LRP1	LDL receptor related protein 1
215362_at	0.39844	1.55e-01	-1.546922	-5.32067	-0.2162479		
201053_s_at	0.39844	1.55e-01	1.546887	-5.32072	0.1796384	PSMF1	proteasome inhibitor subunit 1
215192_at	0.39857	1.55e-01	1.54651	-5.32122	0.148631	PMS2P4	PMS1 homolog 2, mismatch repair system component pseudogene 4
219021_at	0.39857	1.55e-01	1.546387	-5.32138	0.1265211	RNF121	ring finger protein 121
221237_s_at	0.39857	1.55e-01	1.546379	-5.32139	0.213372	OSBP2	oxysterol binding protein 2
207210_at	0.39857	1.55e-01	1.546369	-5.3214	0.148369	GABRA3	gamma-aminobutyric acid type A receptor alpha3 subunit
209712_at	0.39861	1.55e-01	1.54624	-5.32158	0.2608518	SLC35D1	solute carrier family 35 member D1
201091_s_at	0.39872	1.55e-01	-1.545914	-5.32201	-0.2275184	CBX3	chromobox 3
218569_s_at	0.39872	1.55e-01	-1.545885	-5.32204	-0.1465231	KBTBD4	kelch repeat and BTB domain containing 4
216826_at	0.39872	1.55e-01	1.545826	-5.32212	0.1203296		
220143_x_at	0.39875	1.55e-01	-1.545707	-5.32228	-0.1195925	LUC7L	LUC7 like
204816_s_at	0.39879	1.55e-01	1.545568	-5.32246	0.1224929	DHX34	DEAH-box helicase 34
81737_at	0.39893	1.56e-01	-1.54527	-5.32286	-0.2740411	LOC100505915	uncharacterized LOC100505915
221948_s_at	0.39896	1.56e-01	1.545138	-5.32303	0.1900298	KLHL22	kelch like family member 22
208000_at	0.3991	1.56e-01	1.54476	-5.32353	0.1361253	GML	glycosylphosphatidylinositol anchored molecule like
202327_s_at	0.3991	1.56e-01	-1.54475	-5.32355	-0.2565972	LOC101930075///PKD1	polycystin-1-like///polycystin 1, transient receptor potential channel interacting
203495_at	0.3991	1.56e-01	1.544683	-5.32363	0.1635788	LRRC14	leucine rich repeat containing 14
207193_at	0.3991	1.56e-01	1.544525	-5.32384	0.1390543	AGRP	agouti related neuropeptide
219980_at	0.3991	1.56e-01	-1.54451	-5.32386	-0.3130235	ABHD18	abhydrolase domain containing 18
50400_at	0.3991	1.56e-01	1.544458	-5.32393	0.2038808	PAOX	polyamine oxidase (exo-N4-amino)
207956_x_at	0.39919	1.56e-01	-1.544215	-5.32425	-0.232791	PDS5B	PDS5 cohesin associated factor B
213071_at	0.39919	1.56e-01	1.544099	-5.32441	0.632404	DPT	dermatopontin
204574_s_at	0.39919	1.56e-01	1.544097	-5.32441	0.1098076	MMP19	matrix metallopeptidase 19
201379_s_at	0.39929	1.56e-01	-1.543861	-5.32472	-0.1654336	TPD52L2	tumor protein D52 like 2
213945_s_at	0.39949	1.56e-01	1.543453	-5.32526	0.1533972	NUP210	nucleoporin 210
216545_at	0.39955	1.56e-01	1.543191	-5.32561	0.1578082		
220364_at	0.39955	1.56e-01	1.543086	-5.32574	0.1176301	EPB41L4A-AS2	EPB41L4A antisense RNA 2 (head to head)
218571_s_at	0.39955	1.56e-01	-1.54302	-5.32583	-0.1251079	CHMP4A///TM9SF1	charged multivesicular body protein 4A///transmembrane 9 superfamily member 1
208588_at	0.39955	1.56e-01	1.542889	-5.326	0.2308526	TPT1P8	tumor protein, translationally-controlled 1 pseudogene 8
218575_at	0.39955	1.56e-01	-1.542833	-5.32608	-0.2097545	LOC730268///ANAPC1	anaphase-promoting complex subunit 1-like///anaphase promoting complex subunit 1
205423_at	0.39955	1.56e-01	1.542831	-5.32608	0.1305722	AP1B1	adaptor related protein complex 1 beta 1 subunit
210806_at	0.39955	1.56e-01	-1.542808	-5.32611	-0.1254919	TTLL5	tubulin tyrosine ligase like 5
201221_s_at	0.39955	1.56e-01	1.542708	-5.32624	0.1483593	SNRNP70	small nuclear ribonucleoprotein U1 subunit 70
219100_at	0.39955	1.56e-01	-1.542661	-5.32631	-0.1343259	OBFC1	oligonucleotide/oligosaccharide binding fold containing 1
211885_x_at	0.39955	1.56e-01	1.542583	-5.32641	0.1356783	FUT6	fucosyltransferase 6
200621_at	0.39955	1.56e-01	1.5425	-5.32652	0.6583883	CSRP1	cysteine and glycine rich protein 1
216800_at	0.39955	1.56e-01	1.542416	-5.32663	0.1236077		
204151_x_at	0.39955	1.56e-01	-1.542389	-5.32666	-0.2763123	AKR1C1	aldo-keto reductase family 1 member C1
200909_s_at	0.39955	1.56e-01	1.542309	-5.32677	0.1321127	SNORA52///RPLP2	small nucleolar RNA, H/ACA box 52///ribosomal protein lateral stalk subunit P2
211816_x_at	0.39974	1.56e-01	1.541923	-5.32728	0.1683522	FCAR	Fc fragment of IgA receptor
205711_x_at	0.39977	1.56e-01	-1.541692	-5.32758	-0.1111627	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1
56821_at	0.39977	1.56e-01	1.541602	-5.3277	0.2938195	SLC38A7	solute carrier family 38 member 7
214269_at	0.39977	1.56e-01	1.541595	-5.32771	0.4311286	MFSD7	major facilitator superfamily domain containing 7
217745_s_at	0.39977	1.56e-01	-1.541529	-5.3278	-0.1424338	NAA50	N(alpha)-acetyltransferase 50, NatE catalytic subunit
215049_x_at	0.39977	1.56e-01	1.541498	-5.32784	0.4763332	CD163	CD163 molecule
215744_at	0.39977	1.56e-01	-1.541441	-5.32792	-0.1638214	FUS	FUS RNA binding protein
217868_s_at	0.4003	1.57e-01	-1.540494	-5.32917	-0.1353545	METTL9	methyltransferase like 9
217256_x_at	0.40065	1.57e-01	1.53985	-5.33002	0.148643		
203311_s_at	0.4008	1.57e-01	1.539499	-5.33048	0.3164194	ARF6	ADP ribosylation factor 6
205979_at	0.4008	1.57e-01	1.5394	-5.33061	0.1019195	SCGB2A1	secretoglobin family 2A member 1
211444_at	0.4008	1.57e-01	1.539396	-5.33062	0.1804802		
206121_at	0.40094	1.57e-01	1.539072	-5.33104	0.159891	AMPD1	adenosine monophosphate deaminase 1
210256_s_at	0.40094	1.57e-01	-1.539015	-5.33112	-0.237809	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
222361_at	0.40098	1.57e-01	-1.538817	-5.33138	-0.1330142	TUBBP5	tubulin beta pseudogene 5
212128_s_at	0.40098	1.57e-01	-1.538792	-5.33141	-0.3885064	DAG1	dystroglycan 1
203763_at	0.40121	1.57e-01	1.538351	-5.33199	0.1195755	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1
207098_s_at	0.40121	1.57e-01	-1.53819	-5.3322	-0.167529	MFN1	mitofusin 1
215226_at	0.40121	1.57e-01	1.538168	-5.33223	0.1108681	EXPH5	exophilin 5
216386_at	0.40121	1.57e-01	-1.538122	-5.33229	-0.1379697	LOC220077	dedicator of cytokinesis 1 pseudogene
213744_at	0.40134	1.57e-01	1.537836	-5.33267	0.1302583	ATRNL1	attractin like 1
209148_at	0.40145	1.57e-01	1.537596	-5.33299	0.1419783	RXRB	retinoid X receptor beta
218292_s_at	0.40145	1.57e-01	1.537502	-5.33311	0.3647403	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2
205031_at	0.40145	1.57e-01	1.537434	-5.3332	0.3890598	EFNB3	ephrin B3
207818_s_at	0.40165	1.58e-01	1.53702	-5.33375	0.10388	HTR7	5-hydroxytryptamine receptor 7
208635_x_at	0.40165	1.58e-01	-1.536962	-5.33382	-0.095984	NACA	nascent polypeptide-associated complex alpha subunit
216425_at	0.40168	1.58e-01	1.53684	-5.33398	0.1500907		
208417_at	0.40179	1.58e-01	1.53659	-5.33431	0.1200489	FGF6	fibroblast growth factor 6
206193_s_at	0.40184	1.58e-01	1.536438	-5.33451	0.1067082	CDSN	corneodesmosin
221601_s_at	0.40199	1.58e-01	-1.536121	-5.33493	-0.6188011	FCMR	Fc fragment of IgM receptor
57588_at	0.40213	1.58e-01	1.5358	-5.33535	0.3704682	SLC24A3	solute carrier family 24 member 3
213710_s_at	0.40213	1.58e-01	1.535741	-5.33543	0.176332	CALM1	calmodulin 1
217450_at	0.4024	1.58e-01	1.53523	-5.33611	0.1335643	AGFG2	ArfGAP with FG repeats 2
215503_at	0.40244	1.58e-01	1.535049	-5.33634	0.1155007	SPINT3	serine peptidase inhibitor, Kunitz type 3
202309_at	0.40244	1.58e-01	-1.534978	-5.33644	-0.2833094	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
219732_at	0.40244	1.58e-01	1.534886	-5.33656	0.1110783	PLPPR1	phospholipid phosphatase related 1
216602_s_at	0.40244	1.58e-01	-1.534874	-5.33657	-0.207433	FARSA	phenylalanyl-tRNA synthetase alpha subunit
201037_at	0.40247	1.58e-01	1.534686	-5.33682	0.6067498	PFKP	phosphofructokinase, platelet
210263_at	0.40247	1.58e-01	1.534528	-5.33703	0.1771782	KCNF1	potassium voltage-gated channel modifier subfamily F member 1
208750_s_at	0.40247	1.58e-01	-1.53448	-5.33709	-0.8040644	MIR3620///ARF1	microRNA 3620///ADP ribosylation factor 1
211715_s_at	0.40247	1.58e-01	-1.534476	-5.3371	-0.1475548	BDH1	3-hydroxybutyrate dehydrogenase, type 1
202800_at	0.40247	1.58e-01	-1.534391	-5.33721	-0.7603083	SLC1A3	solute carrier family 1 member 3
201169_s_at	0.40247	1.58e-01	-1.534378	-5.33723	-0.573037	BHLHE40	basic helix-loop-helix family member e40
203598_s_at	0.40253	1.58e-01	-1.534198	-5.33746	-0.2566898	WBP4	WW domain binding protein 4
213435_at	0.40254	1.58e-01	-1.534113	-5.33758	-0.5026138	SATB2	SATB homeobox 2
208467_at	0.40258	1.58e-01	1.533865	-5.3379	0.1336896	KLF12	Kruppel like factor 12
211838_x_at	0.40258	1.58e-01	1.533828	-5.33795	0.1308489	PCDHA5	protocadherin alpha 5
220025_at	0.40258	1.58e-01	1.533821	-5.33796	0.154006	TBR1	T-box, brain 1
210162_s_at	0.40267	1.58e-01	-1.533609	-5.33824	-0.3123743	NFATC1	nuclear factor of activated T-cells 1
202512_s_at	0.40269	1.58e-01	-1.533365	-5.33856	-0.1634199	ATG5	autophagy related 5
208240_s_at	0.40269	1.58e-01	-1.533356	-5.33857	-0.550342	FGF1	fibroblast growth factor 1
205492_s_at	0.40269	1.58e-01	1.533196	-5.33878	0.2879998	DPYSL4	dihydropyrimidinase like 4
212852_s_at	0.40269	1.58e-01	-1.533084	-5.33893	-0.1577496	TROVE2	TROVE domain family member 2
212348_s_at	0.40269	1.58e-01	1.533036	-5.33899	0.2021477	KDM1A	lysine demethylase 1A
220559_at	0.40269	1.58e-01	1.532977	-5.33907	0.8519673	EN1	engrailed homeobox 1
201141_at	0.40269	1.59e-01	-1.532936	-5.33913	-0.4898144	GPNMB	glycoprotein nmb
208032_s_at	0.40269	1.59e-01	-1.532895	-5.33918	-0.4088431	GRIA3	glutamate ionotropic receptor AMPA type subunit 3
206830_at	0.40269	1.59e-01	1.532762	-5.33935	0.1446399	SLC4A10	solute carrier family 4 member 10
208857_s_at	0.40269	1.59e-01	-1.532736	-5.33939	-0.1078191	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase
221650_s_at	0.40269	1.59e-01	1.532728	-5.3394	0.1146958	LOC100996782///MED18	mediator of RNA polymerase II transcription subunit 18-like///mediator complex subunit 18
201871_s_at	0.40269	1.59e-01	1.532632	-5.33953	0.1937648	UBXN1	UBX domain protein 1
208713_at	0.40269	1.59e-01	1.532566	-5.33961	0.2024975	HNRNPUL1	heterogeneous nuclear ribonucleoprotein U like 1
222331_at	0.40269	1.59e-01	1.532539	-5.33965	0.198327		
214453_s_at	0.40327	1.59e-01	-1.531523	-5.34098	-0.5806542	IFI44	interferon induced protein 44
203739_at	0.40327	1.59e-01	-1.531445	-5.34109	-0.2456631	ZNF217	zinc finger protein 217
212498_at	0.40333	1.59e-01	-1.531181	-5.34143	-0.1771289	MARCH6	membrane associated ring-CH-type finger 6
206086_x_at	0.40333	1.59e-01	-1.531161	-5.34146	-0.2128611	HFE	hemochromatosis
202634_at	0.40333	1.59e-01	1.531122	-5.34151	0.1375964	POLR2K	RNA polymerase II subunit K
204847_at	0.40347	1.59e-01	-1.53083	-5.3419	-0.1220394	ZBTB11	zinc finger and BTB domain containing 11
220012_at	0.40361	1.59e-01	-1.530465	-5.34238	-0.3996793	ERO1B	endoplasmic reticulum oxidoreductase 1 beta
202080_s_at	0.40361	1.59e-01	1.530457	-5.34239	0.2261338	TRAK1	trafficking kinesin protein 1
204235_s_at	0.40364	1.59e-01	-1.530326	-5.34256	-0.5475808	GULP1	GULP, engulfment adaptor PTB domain containing 1
204866_at	0.40393	1.59e-01	1.529796	-5.34325	0.1975642	JADE3	jade family PHD finger 3
203036_s_at	0.40394	1.59e-01	1.529692	-5.34339	0.1973703	MTSS1	metastasis suppressor 1
212325_at	0.40396	1.59e-01	-1.52954	-5.34359	-1.0077925	LIMCH1	LIM and calponin homology domains 1
214648_at	0.40396	1.59e-01	1.529447	-5.34371	0.1214351	GPX5	glutathione peroxidase 5
221280_s_at	0.40396	1.59e-01	-1.529443	-5.34372	-0.2842477	PARD3	par-3 family cell polarity regulator
220449_at	0.40399	1.59e-01	-1.529322	-5.34388	-0.2373768	LINC01260	long intergenic non-protein coding RNA 1260
208294_x_at	0.40401	1.59e-01	1.529147	-5.34411	0.1431259	CSHL1	chorionic somatomammotropin hormone like 1
211080_s_at	0.40401	1.59e-01	-1.52914	-5.34412	-0.3536305	NEK2	NIMA related kinase 2
201535_at	0.40403	1.59e-01	-1.529043	-5.34424	-0.1922328	UBL3	ubiquitin like 3
222098_s_at	0.40411	1.60e-01	1.528833	-5.34452	0.1315362		
206884_s_at	0.40416	1.60e-01	1.528672	-5.34473	0.1421826	SCEL	sciellin
209715_at	0.40429	1.60e-01	-1.528328	-5.34518	-0.1787978	CBX5	chromobox 5
220022_at	0.40429	1.60e-01	-1.528322	-5.34519	-0.2779777	ZNF334	zinc finger protein 334
214726_x_at	0.40429	1.60e-01	-1.528249	-5.34529	-0.3468664	ADD1	adducin 1
201114_x_at	0.40443	1.60e-01	-1.527954	-5.34567	-0.200366	PSMA7	proteasome subunit alpha 7
47105_at	0.40473	1.60e-01	1.527303	-5.34653	0.1315494	DUS2	dihydrouridine synthase 2
201402_at	0.40473	1.60e-01	1.527217	-5.34664	0.1166953	GRK2	G protein-coupled receptor kinase 2
211954_s_at	0.40473	1.60e-01	-1.527189	-5.34668	-0.1976639	IPO5	importin 5
203768_s_at	0.40473	1.60e-01	-1.527166	-5.34671	-0.2253744	STS	steroid sulfatase (microsomal), isozyme S
202652_at	0.4048	1.60e-01	1.526981	-5.34695	0.2029345	APBB1	amyloid beta precursor protein binding family B member 1
206388_at	0.40482	1.60e-01	1.526847	-5.34713	0.1479785	PDE3A	phosphodiesterase 3A
209112_at	0.40482	1.60e-01	1.526781	-5.34721	0.1698533	CDKN1B	cyclin dependent kinase inhibitor 1B
204503_at	0.40482	1.60e-01	1.526722	-5.34729	0.1014507	EVPL	envoplakin
209269_s_at	0.40485	1.60e-01	1.526609	-5.34744	0.1184906	SYK	spleen associated tyrosine kinase
201353_s_at	0.40498	1.60e-01	-1.526328	-5.34781	-0.2295341	BAZ2A	bromodomain adjacent to zinc finger domain 2A
213509_x_at	0.4051	1.60e-01	-1.52606	-5.34816	-0.1647835	CES2	carboxylesterase 2
204941_s_at	0.40528	1.60e-01	1.525691	-5.34865	0.108339	ALDH3B2	aldehyde dehydrogenase 3 family member B2
201207_at	0.40531	1.60e-01	1.525559	-5.34882	0.1966053	TNFAIP1	TNF alpha induced protein 1
215889_at	0.40531	1.60e-01	-1.525477	-5.34893	-0.1755802	SKIL	SKI-like proto-oncogene
220712_at	0.40531	1.60e-01	-1.52542	-5.349	-0.1758174	C8orf60	chromosome 8 open reading frame 60
206985_at	0.40535	1.60e-01	1.52521	-5.34928	0.1433381	HSD17B3	hydroxysteroid 17-beta dehydrogenase 3
210150_s_at	0.40535	1.60e-01	1.525205	-5.34928	0.5219789	LAMA5	laminin subunit alpha 5
212843_at	0.4054	1.60e-01	-1.525042	-5.3495	-1.0945873	NCAM1	neural cell adhesion molecule 1
205343_at	0.4054	1.60e-01	1.524938	-5.34963	0.1479411	SULT1C2	sulfotransferase family 1C member 2
208082_x_at	0.4054	1.60e-01	-1.524899	-5.34968	-0.2065907		
203872_at	0.40541	1.60e-01	1.524812	-5.3498	0.1849282	ACTA1	actin, alpha 1, skeletal muscle
219574_at	0.40553	1.61e-01	1.524553	-5.35014	0.1317173	MARCH1	membrane associated ring-CH-type finger 1
206400_at	0.40554	1.61e-01	1.524464	-5.35025	0.116738	LGALS7B///LGALS7	galectin 7B///galectin 7
203225_s_at	0.4056	1.61e-01	-1.52429	-5.35048	-0.2750407	RFK	riboflavin kinase
210517_s_at	0.40564	1.61e-01	-1.524071	-5.35077	-0.3686973	AKAP12	A-kinase anchoring protein 12
212942_s_at	0.40564	1.61e-01	-1.524056	-5.35079	-0.1820616	CEMIP	cell migration inducing hyaluronan binding protein
215472_at	0.40564	1.61e-01	1.523956	-5.35092	0.1516948	PACRG	PARK2 coregulated
206783_at	0.40564	1.61e-01	1.523892	-5.351	0.1742006	FGF4	fibroblast growth factor 4
202663_at	0.40564	1.61e-01	-1.523783	-5.35115	-0.2130194	WIPF1	WAS/WASL interacting protein family member 1
219183_s_at	0.40564	1.61e-01	1.523783	-5.35115	0.1003613	CYTH4	cytohesin 4
203524_s_at	0.40585	1.61e-01	1.523362	-5.3517	0.1931532	MPST	mercaptopyruvate sulfurtransferase
219119_at	0.40598	1.61e-01	1.523037	-5.35213	0.2511165	LSM8	LSM8 homolog, U6 small nuclear RNA associated
221155_x_at	0.40598	1.61e-01	-1.52301	-5.35216	-0.167978		
212063_at	0.40599	1.61e-01	-1.522916	-5.35228	-0.2663013	CD44	CD44 molecule (Indian blood group)
202659_at	0.40605	1.61e-01	-1.522753	-5.3525	-0.1838749	PSMB10	proteasome subunit beta 10
212247_at	0.40612	1.61e-01	-1.522508	-5.35282	-0.1796181	NUP205	nucleoporin 205
212025_s_at	0.40612	1.61e-01	-1.522431	-5.35292	-0.1993471	FLII	FLII, actin remodeling protein
209318_x_at	0.40612	1.61e-01	1.522384	-5.35298	0.2806715	PLAGL1	PLAG1 like zinc finger 1
211896_s_at	0.40612	1.61e-01	-1.522347	-5.35303	-0.363326	DCN	decorin
209999_x_at	0.40625	1.61e-01	1.522062	-5.3534	0.1729652	SOCS1	suppressor of cytokine signaling 1
204794_at	0.40639	1.61e-01	1.521757	-5.3538	0.1833722	DUSP2	dual specificity phosphatase 2
215200_x_at	0.40667	1.61e-01	-1.521247	-5.35447	-0.1226432		
204182_s_at	0.40693	1.62e-01	-1.520721	-5.35516	-0.1618669	ZBTB43	zinc finger and BTB domain containing 43
218153_at	0.40693	1.62e-01	-1.520669	-5.35523	-0.2895124	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)
220582_at	0.40714	1.62e-01	-1.520209	-5.35583	-0.3484773		
207606_s_at	0.40714	1.62e-01	-1.520187	-5.35586	-0.2890911	ARHGAP12	Rho GTPase activating protein 12
206110_at	0.40715	1.62e-01	1.520098	-5.35598	0.2244875	HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A	histone cluster 1, H3f///histone cluster 1, H3b///histone cluster 1, H3h///histone cluster 1, H3j///histone cluster 1, H3g///histone cluster 1, H3i///histone cluster 1, H3e///histone cluster 1, H3c///histone cluster 1, H3d///histone cluster 1, H3a
202890_at	0.40746	1.62e-01	-1.519384	-5.35691	-0.8384768	MAP7	microtubule associated protein 7
206164_at	0.40746	1.62e-01	-1.519359	-5.35694	-0.1714852	CLCA2	chloride channel accessory 2
206433_s_at	0.40746	1.62e-01	1.519356	-5.35695	0.1074422	SPOCK3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3
40465_at	0.40746	1.62e-01	-1.519317	-5.357	-0.1261256	DDX23	DEAD-box helicase 23
219327_s_at	0.40749	1.62e-01	1.519133	-5.35724	0.1535903	GPRC5C	G protein-coupled receptor class C group 5 member C
206678_at	0.40749	1.62e-01	1.519118	-5.35726	0.1585596	GABRA1	gamma-aminobutyric acid type A receptor alpha1 subunit
200912_s_at	0.40749	1.62e-01	-1.519035	-5.35737	-0.1267497	MIR1248///SNORA81///SNORA4///SNORD2///SNORA63///EIF4A2	microRNA 1248///small nucleolar RNA, H/ACA box 81///small nucleolar RNA, H/ACA box 4///small nucleolar RNA, C/D box 2///small nucleolar RNA, H/ACA box 63///eukaryotic translation initiation factor 4A2
204688_at	0.40754	1.62e-01	-1.518879	-5.35757	-0.3419425	SGCE	sarcoglycan epsilon
217629_at	0.4076	1.62e-01	1.518721	-5.35778	0.1742116		
211684_s_at	0.40773	1.62e-01	-1.518384	-5.35822	-0.1053176	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2
209163_at	0.40773	1.62e-01	1.51836	-5.35825	0.3318677	CYB561	cytochrome b561
208814_at	0.4078	1.62e-01	-1.518105	-5.35859	-0.5183625	HSPA4	heat shock protein family A (Hsp70) member 4
201897_s_at	0.4078	1.62e-01	-1.518024	-5.35869	-0.2436089	CKS1B	CDC28 protein kinase regulatory subunit 1B
215669_at	0.4078	1.62e-01	1.518022	-5.35869	0.1578954	HLA-DRB4	major histocompatibility complex, class II, DR beta 4
218616_at	0.40781	1.62e-01	-1.517791	-5.359	-0.1896957	INTS12	integrator complex subunit 12
212292_at	0.40781	1.62e-01	1.517761	-5.35903	0.4047206	SLC7A1	solute carrier family 7 member 1
212791_at	0.40781	1.62e-01	-1.517747	-5.35905	-0.2093856	C1orf216	chromosome 1 open reading frame 216
208006_at	0.40781	1.62e-01	1.517724	-5.35908	0.1372548	FOXI1	forkhead box I1
219556_at	0.40782	1.62e-01	1.517635	-5.3592	0.1024827	C16orf59	chromosome 16 open reading frame 59
214184_at	0.40792	1.62e-01	-1.517399	-5.35951	-0.2322886	NPFF	neuropeptide FF-amide peptide precursor
217901_at	0.40807	1.62e-01	1.517083	-5.35992	0.2556989	DSG2	desmoglein 2
215683_at	0.40816	1.62e-01	1.516866	-5.36021	0.1277937	RBFADN	RBFA downstream neighbor (non-protein coding)
202717_s_at	0.40817	1.62e-01	-1.516769	-5.36033	-0.1701236	CDC16	cell division cycle 16
213416_at	0.40817	1.63e-01	1.516691	-5.36043	0.3116784	ITGA4	integrin subunit alpha 4
214298_x_at	0.40833	1.63e-01	1.516376	-5.36085	0.2969174	SEPT6	septin 6
211766_s_at	0.40848	1.63e-01	1.516001	-5.36134	0.1260566	PNLIPRP2	pancreatic lipase related protein 2 (gene/pseudogene)
