ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
217802_s_at	0.376784	1.52e-01	-1.56	-5.3935	-0.14624724	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1
203988_s_at	0.376784	1.52e-01	-1.56	-5.39364	-0.27674332	FUT8	fucosyltransferase 8
206913_at	0.376784	1.52e-01	1.56	-5.39366	0.17080031	BAAT	bile acid-CoA:amino acid N-acyltransferase
205233_s_at	0.376867	1.52e-01	-1.56	-5.39395	-0.12088824	PAFAH2	platelet activating factor acetylhydrolase 2
217507_at	0.37695	1.52e-01	1.56	-5.39424	0.09867436	SLC11A1	solute carrier family 11 member 1
207140_at	0.376965	1.52e-01	1.56	-5.39437	0.12650784	ALPI	alkaline phosphatase, intestinal
215120_s_at	0.377033	1.52e-01	-1.56	-5.39462	-0.23626688	SAMD4A	sterile alpha motif domain containing 4A
216051_x_at	0.377083	1.52e-01	1.56	-5.39483	0.1441072	PRINS	psoriasis associated non-protein coding RNA induced by stress
216814_at	0.377127	1.52e-01	-1.56	-5.39503	-0.10876938		
216212_s_at	0.377132	1.52e-01	1.56	-5.39514	0.19940276	MIR664B///SNORA56///DKC1	microRNA 664b///small nucleolar RNA, H/ACA box 56///dyskerin pseudouridine synthase 1
206153_at	0.377135	1.52e-01	1.56	-5.39524	0.13194861	CYP4F11	cytochrome P450 family 4 subfamily F member 11
220271_x_at	0.377195	1.52e-01	1.56	-5.39548	0.19769419	EFCAB6	EF-hand calcium binding domain 6
219754_at	0.377205	1.52e-01	-1.56	-5.39559	-0.30069822	RBM41	RNA binding motif protein 41
213597_s_at	0.377314	1.52e-01	1.56	-5.39594	0.17662903	CTDSPL	CTD small phosphatase like
216534_at	0.377429	1.52e-01	1.56	-5.3963	0.13552618		
208311_at	0.377437	1.52e-01	1.56	-5.39649	0.17054571	GPR50	G protein-coupled receptor 50
213642_at	0.377437	1.52e-01	1.56	-5.39651	0.26412571		
210250_x_at	0.377481	1.52e-01	-1.56	-5.39674	-0.14057297	ADSL	adenylosuccinate lyase
207254_at	0.377481	1.52e-01	-1.56	-5.3968	-0.13830398	SLC15A1	solute carrier family 15 member 1
202403_s_at	0.377612	1.52e-01	1.56	-5.3972	0.0981589	COL1A2	collagen type I alpha 2 chain
202097_at	0.377636	1.52e-01	-1.56	-5.39735	-0.16715613	NUP153	nucleoporin 153
205344_at	0.377656	1.52e-01	1.56	-5.39749	0.19438717	CSPG5	chondroitin sulfate proteoglycan 5
217176_s_at	0.377719	1.52e-01	-1.56	-5.39773	-0.21680245	ZFX	zinc finger protein, X-linked
210131_x_at	0.377755	1.52e-01	-1.56	-5.39791	-0.11450583	SDHC	succinate dehydrogenase complex subunit C
215110_at	0.377783	1.53e-01	1.56	-5.39807	0.15537253	BMS1P21///MBL1P	BMS1, ribosome biogenesis factor pseudogene 21///mannose binding lectin 1, pseudogene
215461_at	0.377885	1.53e-01	1.56	-5.39842	0.13864521	ZNRF4	zinc and ring finger 4
214506_at	0.377885	1.53e-01	1.56	-5.39856	0.13016076	GPR182	G protein-coupled receptor 182
213825_at	0.377885	1.53e-01	1.56	-5.39859	0.11377787	OLIG2	oligodendrocyte lineage transcription factor 2
216098_s_at	0.377891	1.53e-01	-1.56	-5.39874	-0.1758956	HTR7P1///HTR7	5-hydroxytryptamine receptor 7 pseudogene 1///5-hydroxytryptamine receptor 7
209897_s_at	0.377891	1.53e-01	-1.56	-5.39889	-0.5124933	SLIT2	slit guidance ligand 2
214245_at	0.377891	1.53e-01	1.56	-5.3989	0.16295197	RPS14	ribosomal protein S14
204077_x_at	0.377949	1.53e-01	1.56	-5.39912	0.30201189	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4
212774_at	0.378347	1.53e-01	1.56	-5.40013	0.49978716	ZBTB18	zinc finger and BTB domain containing 18
208735_s_at	0.378381	1.53e-01	-1.56	-5.40038	-0.13363002	CTDSP2	CTD small phosphatase 2
213291_s_at	0.378381	1.53e-01	-1.56	-5.4004	-0.11184845	UBE3A	ubiquitin protein ligase E3A
34764_at	0.378435	1.53e-01	-1.55	-5.40072	-0.24207481	LARS2	leucyl-tRNA synthetase 2, mitochondrial
210758_at	0.378435	1.53e-01	1.55	-5.40076	0.20793218	PSIP1	PC4 and SFRS1 interacting protein 1
203383_s_at	0.378435	1.53e-01	-1.55	-5.40081	-0.16217854	GOLGA1	golgin A1
210642_at	0.378701	1.53e-01	1.55	-5.40161	0.12685151	CCIN	calicin
213826_s_at	0.378701	1.53e-01	1.55	-5.40174	0.14776959	H3F3A	H3 histone, family 3A
216177_at	0.378701	1.53e-01	1.55	-5.40178	0.1681123		
206785_s_at	0.378701	1.53e-01	1.55	-5.4018	0.11418608	KLRC2///KLRC1	killer cell lectin like receptor C2///killer cell lectin like receptor C1
219615_s_at	0.378839	1.53e-01	1.55	-5.4023	0.10544024	KCNK5	potassium two pore domain channel subfamily K member 5
220648_at	0.378839	1.53e-01	1.55	-5.40231	0.18035692	ADARB2	adenosine deaminase, RNA specific B2 (inactive)
213880_at	0.378961	1.53e-01	-1.55	-5.40268	-1.63678057	LGR5	leucine rich repeat containing G protein-coupled receptor 5
207535_s_at	0.379037	1.53e-01	-1.55	-5.40295	-0.28173533	NFKB2	nuclear factor kappa B subunit 2
220156_at	0.379061	1.53e-01	1.55	-5.40323	0.12623256	EFCAB1	EF-hand calcium binding domain 1
217436_x_at	0.379061	1.53e-01	1.55	-5.40328	0.12344847	HLA-J	major histocompatibility complex, class I, J (pseudogene)
207866_at	0.379061	1.53e-01	1.55	-5.40329	0.15191546	BMP8A	bone morphogenetic protein 8a
220821_at	0.379184	1.54e-01	-1.55	-5.40367	-0.12335856	GALR1	galanin receptor 1
217795_s_at	0.379272	1.54e-01	-1.55	-5.40396	-0.19373254	TMEM43	transmembrane protein 43
213324_at	0.379283	1.54e-01	1.55	-5.40409	0.30141622	SRC	SRC proto-oncogene, non-receptor tyrosine kinase
213563_s_at	0.379306	1.54e-01	1.55	-5.4043	0.16549123	TUBGCP2	tubulin gamma complex associated protein 2
214331_at	0.379306	1.54e-01	-1.55	-5.40438	-0.29931361	TSFM	Ts translation elongation factor, mitochondrial
209367_at	0.379306	1.54e-01	1.55	-5.40442	0.29511235	STXBP2	syntaxin binding protein 2
217535_at	0.379315	1.54e-01	1.55	-5.40455	0.13988997		
200846_s_at	0.379315	1.54e-01	1.55	-5.40464	0.12670894	PPP1CA	protein phosphatase 1 catalytic subunit alpha
204170_s_at	0.379333	1.54e-01	-1.55	-5.40486	-0.4019841	CKS2	CDC28 protein kinase regulatory subunit 2
205104_at	0.379333	1.54e-01	1.55	-5.40487	0.20157497	SNPH	syntaphilin
205720_at	0.379372	1.54e-01	1.55	-5.40505	0.1980427	POMC	proopiomelanocortin
207711_at	0.379392	1.54e-01	-1.55	-5.40522	-0.44684528	SOGA1	suppressor of glucose, autophagy associated 1
210608_s_at	0.379392	1.54e-01	-1.55	-5.40529	-0.1562706	FUT2	fucosyltransferase 2
216009_at	0.379548	1.54e-01	1.55	-5.40575	0.14685454	SLC39A9	solute carrier family 39 member 9
208902_s_at	0.379548	1.54e-01	-1.55	-5.40585	-0.10983678	RPS28	ribosomal protein S28
204943_at	0.379548	1.54e-01	1.55	-5.406	0.25327745	ADAM12	ADAM metallopeptidase domain 12
215812_s_at	0.379548	1.54e-01	1.55	-5.40603	0.21961185	SLC6A10PB///SLC6A10P///SLC6A8	solute carrier family 6 member 8 pseudogene///solute carrier family 6 member 10, pseudogene///solute carrier family 6 member 8
211383_s_at	0.379607	1.54e-01	-1.55	-5.40626	-0.1235471	WDR37	WD repeat domain 37
204171_at	0.379687	1.54e-01	-1.55	-5.40654	-0.12845488	RPS6KB1	ribosomal protein S6 kinase B1
210619_s_at	0.379723	1.54e-01	1.55	-5.40671	0.2993425	HYAL1	hyaluronoglucosaminidase 1
220528_at	0.379763	1.54e-01	1.55	-5.4069	0.17659743	VNN3	vanin 3
218408_at	0.380007	1.54e-01	-1.55	-5.40763	-0.25906714	TIMM10	translocase of inner mitochondrial membrane 10 homolog (yeast)
205506_at	0.380007	1.54e-01	1.55	-5.40764	0.11457903	VIL1	villin 1
218842_at	0.380042	1.54e-01	-1.55	-5.40788	-0.22567359	RPAP3	RNA polymerase II associated protein 3
209744_x_at	0.380042	1.54e-01	1.55	-5.40792	0.23944011	ITCH	itchy E3 ubiquitin protein ligase
219672_at	0.380059	1.54e-01	1.55	-5.40805	0.15348385	AHSP	alpha hemoglobin stabilizing protein
216466_at	0.380229	1.54e-01	-1.55	-5.40855	-0.5784316	NAV3	neuron navigator 3
211075_s_at	0.380229	1.54e-01	-1.55	-5.40864	-0.20333295	CD47	CD47 molecule
205940_at	0.380229	1.54e-01	-1.55	-5.40877	-0.2163892	MYH3	myosin, heavy chain 3, skeletal muscle, embryonic
39650_s_at	0.380229	1.54e-01	-1.55	-5.40885	-0.28188607	PCNX2	pecanex homolog 2 (Drosophila)
202891_at	0.380229	1.54e-01	1.55	-5.40891	0.13514005	NIT1	nitrilase 1
205346_at	0.380272	1.54e-01	-1.55	-5.40912	-0.15984957	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
208584_at	0.380272	1.55e-01	1.55	-5.40929	0.14675764	SNCG	synuclein gamma
219708_at	0.380272	1.55e-01	1.55	-5.4093	0.1813491	NT5M	5',3'-nucleotidase, mitochondrial
201879_at	0.380294	1.55e-01	-1.55	-5.40944	-0.22595562	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1
205762_s_at	0.380362	1.55e-01	1.55	-5.40984	0.1188556	DUS4L	dihydrouridine synthase 4 like
204842_x_at	0.380362	1.55e-01	1.55	-5.40988	0.12895182	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha
206247_at	0.380362	1.55e-01	-1.55	-5.40988	-0.26699461	MICB	MHC class I polypeptide-related sequence B
205899_at	0.380444	1.55e-01	1.55	-5.41026	0.14320642	CCNA1	cyclin A1
217966_s_at	0.380444	1.55e-01	1.55	-5.41029	0.54996089	FAM129A	family with sequence similarity 129 member A
202155_s_at	0.380444	1.55e-01	1.55	-5.41035	0.18349509	NUP214	nucleoporin 214
219538_at	0.380731	1.55e-01	1.55	-5.4111	0.18352557	WDR5B	WD repeat domain 5B
200863_s_at	0.380737	1.55e-01	1.55	-5.41121	0.12923761	RAB11A	RAB11A, member RAS oncogene family
222199_s_at	0.380755	1.55e-01	-1.55	-5.41138	-0.16260623	BIN3	bridging integrator 3
221902_at	0.380755	1.55e-01	1.55	-5.41158	0.30380179	GPR153	G protein-coupled receptor 153
212687_at	0.380755	1.55e-01	1.55	-5.41161	0.16514124	LIMS4///LIMS3///LIMS1	LIM zinc finger domain containing 4///LIM zinc finger domain containing 3///LIM zinc finger domain containing 1
209385_s_at	0.380755	1.55e-01	-1.55	-5.41163	-0.19991212	PROSC	proline synthetase cotranscribed homolog (bacterial)
213593_s_at	0.380772	1.55e-01	-1.55	-5.41184	-0.47181175	TRA2A	transformer 2 alpha homolog
203271_s_at	0.380772	1.55e-01	1.55	-5.41186	0.16097883	UNC119	unc-119 lipid binding chaperone
204935_at	0.380825	1.55e-01	-1.55	-5.41215	-0.23725545	PTPN2	protein tyrosine phosphatase, non-receptor type 2
204441_s_at	0.380825	1.55e-01	1.55	-5.41217	0.23568387	POLA2	DNA polymerase alpha 2, accessory subunit
206373_at	0.380854	1.55e-01	1.55	-5.41233	0.2738171	ZIC1	Zic family member 1
211352_s_at	0.380928	1.55e-01	-1.55	-5.41259	-0.36881267	NCOA3	nuclear receptor coactivator 3
221666_s_at	0.380931	1.55e-01	-1.55	-5.41269	-0.34678596	PYCARD	PYD and CARD domain containing
210959_s_at	0.380956	1.55e-01	1.55	-5.41285	0.38403914	SRD5A1	steroid 5 alpha-reductase 1
217490_at	0.381004	1.55e-01	1.55	-5.41305	0.21116023		
218853_s_at	0.381037	1.55e-01	-1.55	-5.41322	-0.33403745	MOSPD1	motile sperm domain containing 1
207770_x_at	0.381104	1.55e-01	1.55	-5.41347	0.12069767	CSH2///CSH1	chorionic somatomammotropin hormone 2///chorionic somatomammotropin hormone 1
206610_s_at	0.381222	1.55e-01	1.54	-5.41383	0.13478754	F11	coagulation factor XI
209661_at	0.381342	1.55e-01	1.54	-5.41419	0.0967971	KIFC3	kinesin family member C3
211073_x_at	0.381378	1.55e-01	-1.54	-5.41437	-0.10257403	SNORD83B///SNORD139///RPL3	small nucleolar RNA, C/D box 83B///small nucleolar RNA, C/D box 139///ribosomal protein L3
204230_s_at	0.381518	1.56e-01	1.54	-5.41478	0.20731245	SLC17A7	solute carrier family 17 member 7
218689_at	0.381526	1.56e-01	-1.54	-5.4149	-0.16527495	FANCF	Fanconi anemia complementation group F
210419_at	0.38156	1.56e-01	1.54	-5.41519	0.12737259	BARX2	BARX homeobox 2
201118_at	0.38156	1.56e-01	-1.54	-5.41538	-0.54590906	PGD	phosphogluconate dehydrogenase
208603_s_at	0.38156	1.56e-01	1.54	-5.4154	0.14060753	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2
221063_x_at	0.38156	1.56e-01	1.54	-5.41543	0.17437413	RNF123	ring finger protein 123
221226_s_at	0.38156	1.56e-01	1.54	-5.41552	0.14878865	ASIC4	acid sensing ion channel subunit family member 4
213595_s_at	0.38156	1.56e-01	1.54	-5.41557	0.13972693	CDC42BPA	CDC42 binding protein kinase alpha
220091_at	0.38156	1.56e-01	1.54	-5.41565	0.26001433	SLC2A6	solute carrier family 2 member 6
209482_at	0.38156	1.56e-01	1.54	-5.41576	0.11421191	POP7	POP7 homolog, ribonuclease P/MRP subunit
213570_at	0.38156	1.56e-01	1.54	-5.41583	0.17157232	EIF4E2	eukaryotic translation initiation factor 4E family member 2
208496_x_at	0.381662	1.56e-01	1.54	-5.41615	0.13066111	HIST1H3G	histone cluster 1, H3g
207716_at	0.381749	1.56e-01	1.54	-5.41644	0.15017152	KRT38	keratin 38
214748_at	0.381819	1.56e-01	-1.54	-5.41669	-0.38555829	N4BP2L2	NEDD4 binding protein 2 like 2
202806_at	0.382051	1.56e-01	1.54	-5.41731	0.21510699	DBN1	drebrin 1
212741_at	0.382053	1.56e-01	-1.54	-5.41747	-0.59923142	MAOA	monoamine oxidase A
202347_s_at	0.382053	1.56e-01	1.54	-5.41751	0.1582189	UBE2K	ubiquitin conjugating enzyme E2 K
207427_at	0.382146	1.56e-01	1.54	-5.41781	0.1851557	ACR	acrosin
217119_s_at	0.382146	1.56e-01	1.54	-5.41791	0.15773675	CXCR3	C-X-C motif chemokine receptor 3
218280_x_at	0.382206	1.56e-01	-1.54	-5.4182	-0.31809238	HIST2H2AA4///HIST2H2AA3	histone cluster 2, H2aa4///histone cluster 2, H2aa3
203777_s_at	0.382206	1.56e-01	1.54	-5.41832	0.12186834	RPS6KB2	ribosomal protein S6 kinase B2
200627_at	0.382206	1.56e-01	-1.54	-5.41833	-0.12374187	PTGES3	prostaglandin E synthase 3
219798_s_at	0.382211	1.56e-01	1.54	-5.41843	0.17756858	MEPCE	methylphosphate capping enzyme
216439_at	0.382541	1.56e-01	1.54	-5.41927	0.18028239	TNK2	tyrosine kinase non receptor 2
219051_x_at	0.382854	1.56e-01	1.54	-5.42009	0.24196565	METRN	meteorin, glial cell differentiation regulator
202433_at	0.382854	1.56e-01	-1.54	-5.42021	-0.14267778	SLC35B1	solute carrier family 35 member B1
202942_at	0.382854	1.56e-01	-1.54	-5.42026	-0.14698968	ETFB	electron transfer flavoprotein beta subunit
221035_s_at	0.382854	1.57e-01	1.54	-5.42035	0.13504668	TEX14	testis expressed 14, intercellular bridge forming factor
206669_at	0.383104	1.57e-01	-1.54	-5.42101	-0.25009052	GAD1	glutamate decarboxylase 1
219396_s_at	0.383353	1.57e-01	-1.54	-5.42167	-0.29760203	MIR631///NEIL1	microRNA 631///nei like DNA glycosylase 1
201716_at	0.383518	1.57e-01	-1.54	-5.42219	-0.13930557	SNX1	sorting nexin 1
208693_s_at	0.383518	1.57e-01	1.54	-5.42223	0.38538045	GARS	glycyl-tRNA synthetase
210823_s_at	0.38365	1.57e-01	1.54	-5.42262	0.15059839	PTPRS	protein tyrosine phosphatase, receptor type S
213618_at	0.38365	1.57e-01	1.54	-5.42276	0.10117545	ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
220695_at	0.38365	1.57e-01	1.54	-5.42281	0.11818693		
221376_at	0.3838	1.57e-01	1.54	-5.42335	0.14043286	FGF17	fibroblast growth factor 17
213704_at	0.3838	1.57e-01	1.54	-5.42336	0.15728094	SNORD45C///SNORD45A///SNORD45B///RABGGTB	small nucleolar RNA, C/D box 45C///small nucleolar RNA, C/D box 45A///small nucleolar RNA, C/D box 45B///Rab geranylgeranyltransferase beta subunit
38671_at	0.3838	1.57e-01	1.54	-5.42355	0.12918872	PLXND1	plexin D1
206163_at	0.3838	1.57e-01	-1.54	-5.42358	-1.30591267	MIR548F5///MAB21L1	microRNA 548f-5///mab-21 like 1
203338_at	0.3838	1.57e-01	-1.54	-5.42361	-0.13158038	PPP2R5E	protein phosphatase 2 regulatory subunit B'epsilon
203898_at	0.383872	1.57e-01	1.54	-5.42387	0.17156664	CRCP	CGRP receptor component
214779_s_at	0.383966	1.57e-01	1.54	-5.42418	0.1715783	SGSM3	small G protein signaling modulator 3
218502_s_at	0.384093	1.57e-01	-1.54	-5.42456	-0.28634234	TRPS1	transcriptional repressor GATA binding 1
200843_s_at	0.384323	1.57e-01	1.54	-5.42517	0.23061953	EPRS	glutamyl-prolyl-tRNA synthetase
216736_at	0.384367	1.57e-01	1.54	-5.42536	0.188773	TM6SF2	transmembrane 6 superfamily member 2
209823_x_at	0.384416	1.57e-01	1.54	-5.42556	0.14458957	LOC101060835///HLA-DQB1	HLA class II histocompatibility antigen, DQ beta 1 chain-like///major histocompatibility complex, class II, DQ beta 1
221830_at	0.384487	1.58e-01	1.54	-5.42587	0.29371236	RAP2A	RAP2A, member of RAS oncogene family
212757_s_at	0.384487	1.58e-01	-1.54	-5.42591	-0.18533868	CAMK2G	calcium/calmodulin dependent protein kinase II gamma
201217_x_at	0.384502	1.58e-01	-1.54	-5.42604	-0.09818833	SNORD83B///SNORD139///RPL3	small nucleolar RNA, C/D box 83B///small nucleolar RNA, C/D box 139///ribosomal protein L3
33148_at	0.384581	1.58e-01	-1.54	-5.42631	-0.22053568	ZFR	zinc finger RNA binding protein
214379_at	0.384663	1.58e-01	1.54	-5.42659	0.10999929	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like
207543_s_at	0.384713	1.58e-01	1.54	-5.42679	0.31095499	P4HA1	prolyl 4-hydroxylase subunit alpha 1
217162_at	0.3849	1.58e-01	1.53	-5.4273	0.14413165	TSPY1	testis specific protein, Y-linked 1
210813_s_at	0.385031	1.58e-01	-1.53	-5.42769	-0.28323366	XRCC4	X-ray repair cross complementing 4
201372_s_at	0.385168	1.58e-01	-1.53	-5.42809	-0.18621471	CUL3	cullin 3
203057_s_at	0.385182	1.58e-01	-1.53	-5.42822	-0.23139384	PRDM2	PR/SET domain 2
219093_at	0.385209	1.58e-01	-1.53	-5.42837	-0.50844373	PID1	phosphotyrosine interaction domain containing 1
201522_x_at	0.385279	1.58e-01	-1.53	-5.42862	-0.15875335	SNURF///SNRPN	SNRPN upstream reading frame///small nuclear ribonucleoprotein polypeptide N
209529_at	0.385322	1.58e-01	-1.53	-5.42881	-0.27108639	PLPP2	phospholipid phosphatase 2
217031_at	0.385424	1.58e-01	1.53	-5.42914	0.11746168	KRT84	keratin 84
218239_s_at	0.385484	1.58e-01	1.53	-5.42936	0.19924524	GTPBP4	GTP binding protein 4
AFFX-r2-Ec-bioB-3_at	0.38576	1.58e-01	-1.53	-5.43008	-0.24507592		
217279_x_at	0.386296	1.59e-01	-1.53	-5.43145	-0.23097478	MMP14	matrix metallopeptidase 14
209384_at	0.386296	1.59e-01	-1.53	-5.43149	-0.18927256	PROSC	proline synthetase cotranscribed homolog (bacterial)
205658_s_at	0.386296	1.59e-01	-1.53	-5.43155	-0.16941864	SNAPC4	small nuclear RNA activating complex polypeptide 4
207206_s_at	0.386592	1.59e-01	1.53	-5.4325	0.13435608	ALOX12	arachidonate 12-lipoxygenase, 12S type
213217_at	0.386592	1.59e-01	1.53	-5.43258	0.12432594	ADCY2	adenylate cyclase 2
203160_s_at	0.386592	1.59e-01	-1.53	-5.4326	-0.09433407	RNF8	ring finger protein 8
216243_s_at	0.386592	1.59e-01	1.53	-5.43261	0.19828183	IL1RN	interleukin 1 receptor antagonist
218898_at	0.386592	1.59e-01	1.53	-5.43268	0.30159577	FAM57A	family with sequence similarity 57 member A
217771_at	0.386644	1.59e-01	-1.53	-5.43289	-0.18053974	GOLM1	golgi membrane protein 1
206978_at	0.386647	1.59e-01	1.53	-5.43305	0.22429531	CCR2	C-C motif chemokine receptor 2
222018_at	0.386647	1.59e-01	-1.53	-5.43308	-0.24445196	NACA	nascent polypeptide-associated complex alpha subunit
214460_at	0.386896	1.59e-01	-1.53	-5.43373	-0.61776126	LSAMP	limbic system-associated membrane protein
218557_at	0.386914	1.59e-01	1.53	-5.43387	0.20638927	NIT2	nitrilase family member 2
215629_s_at	0.386955	1.59e-01	-1.53	-5.43405	-0.40461665	MIR15A///DLEU2L///DLEU2	microRNA 15a///deleted in lymphocytic leukemia 2-like///deleted in lymphocytic leukemia 2 (non-protein coding)
41220_at	0.387117	1.59e-01	1.53	-5.4345	0.30922418	SEPT9	septin 9
221275_s_at	0.387485	1.59e-01	-1.53	-5.43545	-0.1382953		
44790_s_at	0.387485	1.59e-01	-1.53	-5.43551	-0.99131023	KIAA0226L	KIAA0226 like
214349_at	0.387657	1.59e-01	1.53	-5.43598	0.15506157		
213861_s_at	0.387666	1.59e-01	1.53	-5.4361	0.25812695	METTL21B	methyltransferase like 21B
218284_at	0.38771	1.59e-01	-1.53	-5.43629	-0.36577085	SMAD3	SMAD family member 3
213053_at	0.387754	1.59e-01	1.53	-5.43648	0.18666018	HAUS5	HAUS augmin like complex subunit 5
221812_at	0.387928	1.60e-01	-1.53	-5.43718	-0.16685856	FBXO42	F-box protein 42
206009_at	0.387928	1.60e-01	1.53	-5.43729	0.13518346	ITGA9	integrin subunit alpha 9
207897_at	0.387928	1.60e-01	1.53	-5.4373	0.14049649	CRHR2	corticotropin releasing hormone receptor 2
216552_x_at	0.387928	1.60e-01	1.53	-5.43733	0.19712259	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
211147_s_at	0.387928	1.60e-01	1.53	-5.43734	0.10182624	P2RX6	purinergic receptor P2X 6
217809_at	0.387997	1.60e-01	1.53	-5.43768	0.23551436	BZW2	basic leucine zipper and W2 domains 2
216190_x_at	0.387997	1.60e-01	1.53	-5.43774	0.14079009	ITGB1	integrin subunit beta 1
214586_at	0.387997	1.60e-01	1.53	-5.43777	0.14899798	GPR37	G protein-coupled receptor 37
211270_x_at	0.388157	1.60e-01	1.53	-5.4383	0.12216151	PTBP1	polypyrimidine tract binding protein 1
203402_at	0.388157	1.60e-01	1.53	-5.43833	0.16090227	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2
221447_s_at	0.388157	1.60e-01	-1.53	-5.4384	-0.33867605	GLT8D2	glycosyltransferase 8 domain containing 2
213030_s_at	0.388185	1.60e-01	1.53	-5.43856	0.40859357	PLXNA2	plexin A2
207731_at	0.388227	1.60e-01	1.53	-5.43876	0.12195098		
215851_at	0.388227	1.60e-01	-1.53	-5.43884	-0.09389421	MECOM	MDS1 and EVI1 complex locus
202443_x_at	0.38827	1.60e-01	-1.53	-5.43903	-0.19180349	NOTCH2	notch 2
38157_at	0.388391	1.60e-01	1.53	-5.43939	0.12869277	DXO	decapping exoribonuclease
213621_s_at	0.388404	1.60e-01	1.53	-5.43958	0.12484658	GUK1	guanylate kinase 1
206231_at	0.388404	1.60e-01	1.53	-5.43961	0.15543993	KCNN1	potassium calcium-activated channel subfamily N member 1
217284_x_at	0.388538	1.60e-01	1.53	-5.44	0.16893658	SERHL2	serine hydrolase-like 2
205778_at	0.388643	1.60e-01	1.52	-5.44042	0.16979427	KLK7	kallikrein related peptidase 7
202091_at	0.388643	1.60e-01	-1.52	-5.44045	-0.24718476	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein
212788_x_at	0.388643	1.60e-01	-1.52	-5.44051	-0.1137229	FTL	ferritin light chain
213510_x_at	0.388643	1.60e-01	1.52	-5.4406	0.41836187	USP32P2	ubiquitin specific peptidase 32 pseudogene 2
202764_at	0.388783	1.60e-01	1.52	-5.44101	0.22850106	STIM1	stromal interaction molecule 1
221270_s_at	0.38885	1.60e-01	1.52	-5.44125	0.20633099	QTRT1	queuine tRNA-ribosyltransferase catalytic subunit 1
204598_at	0.389045	1.60e-01	1.52	-5.44177	0.13784578	UBOX5	U-box domain containing 5
205405_at	0.389113	1.61e-01	-1.52	-5.44201	-0.48369334	SEMA5A	semaphorin 5A
222111_at	0.389286	1.61e-01	-1.52	-5.44251	-0.33674356	FAM63B	family with sequence similarity 63 member B
217169_at	0.389286	1.61e-01	1.52	-5.44258	0.13919338	IGHM///IGHG1///IGHA1	immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1
204697_s_at	0.389527	1.61e-01	1.52	-5.44321	0.17607225	CHGA	chromogranin A
209423_s_at	0.389638	1.61e-01	-1.52	-5.44355	-0.11094144	PHF20	PHD finger protein 20
210571_s_at	0.389736	1.61e-01	-1.52	-5.44393	-0.80001721	CMAHP	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
205479_s_at	0.389736	1.61e-01	-1.52	-5.44395	-0.40168404	PLAU	plasminogen activator, urokinase
202141_s_at	0.389825	1.61e-01	-1.52	-5.44424	-0.17037711	COPS8	COP9 signalosome subunit 8
219582_at	0.389862	1.61e-01	-1.52	-5.44441	-0.1574566	OGFRL1	opioid growth factor receptor like 1
200718_s_at	0.389935	1.61e-01	-1.52	-5.44469	-0.10770991	SKP1	S-phase kinase-associated protein 1
203420_at	0.389935	1.61e-01	-1.52	-5.44501	-0.15089297	FAM8A1	family with sequence similarity 8 member A1
201919_at	0.389935	1.61e-01	-1.52	-5.44505	-0.17684904	SLC25A36	solute carrier family 25 member 36
217340_at	0.389935	1.61e-01	1.52	-5.44518	0.14126667		
222036_s_at	0.389935	1.61e-01	1.52	-5.44531	0.32720842	MCM4	minichromosome maintenance complex component 4
209787_s_at	0.389935	1.61e-01	-1.52	-5.44539	-0.17851796	HMGN4	high mobility group nucleosomal binding domain 4
216361_s_at	0.389935	1.61e-01	1.52	-5.44541	0.16140162	KAT6A	lysine acetyltransferase 6A
212652_s_at	0.389935	1.61e-01	1.52	-5.44549	0.13372567	SNX4	sorting nexin 4
205553_s_at	0.389935	1.61e-01	1.52	-5.44554	0.10030282	CSRP3	cysteine and glycine rich protein 3
217076_s_at	0.389935	1.61e-01	-1.52	-5.44555	-0.25981812	LOC401021///HOXD4///HOXD3	uncharacterized LOC401021///homeobox D4///homeobox D3
215953_at	0.389935	1.61e-01	1.52	-5.4456	0.17144445	SMG7-AS1	SMG7 antisense RNA 1
201432_at	0.389935	1.61e-01	-1.52	-5.44569	-0.32289528	CAT	catalase
213389_at	0.389945	1.61e-01	1.52	-5.44581	0.18001024	ZNF592	zinc finger protein 592
208749_x_at	0.389974	1.61e-01	1.52	-5.44604	0.21183111	FLOT1	flotillin 1
218757_s_at	0.389974	1.61e-01	-1.52	-5.44606	-0.20339018	UPF3B	UPF3 regulator of nonsense transcripts homolog B (yeast)
212479_s_at	0.389986	1.61e-01	1.52	-5.44625	0.15263675	RMND5A	required for meiotic nuclear division 5 homolog A
