Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0007423,sensory organ development,19_GO:0032502 developmental process,-3,2.9,3.9,30284,609,205,12,5.9,1.6,493|1289|2201|5754|6654|7528|7855|8829|22930|23770|51141|65084,ATP2B4|COL5A1|FBN2|PTK7|SOS1|YY1|FZD5|NRP1|RAB3GAP1|FKBP8|INSIG2|TMEM135,-0.93,MyList
GO Biological Processes,19,GO:0010039,response to iron ion,19_GO:0050896 response to stimulus,-3,15,6.4,30284,29,205,3,1.5,0.84,18|3077|79901,ABAT|HFE|CYBRD1,-0.93,MyList
GO Biological Processes,19,GO:0008637,apoptotic mitochondrial changes,19_GO:0009987 cellular process,-3,9.1,5.4,30284,65,205,4,2,0.97,1191|2537|3329|3429,CLU|IFI6|HSPD1|IFI27,-0.92,MyList
GO Biological Processes,19,GO:0045087,innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3,2.6,3.8,30284,791,205,14,6.8,1.8,629|718|1191|2537|3429|4641|4671|6347|7099|7791|8780|10892|10955|64771,CFB|C3|CLU|IFI6|IFI27|MYO1C|NAIP|CCL2|TLR4|ZYX|RIOK3|MALT1|SERINC3|ILRUN,-0.9,MyList
KEGG Pathway,24,hsa04010,MAPK signaling pathway,,-3,3.9,4.2,30284,300,205,8,3.9,1.4,355|2005|3727|5154|5534|5566|6654|8986,FAS|ELK4|JUND|PDGFA|PPP3R1|PRKACA|SOS1|RPS6KA4,-0.9,MyList
GO Biological Processes,19,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,19_GO:0032501 multicellular organismal process,-3,6.5,4.8,30284,114,205,5,2.4,1.1,1191|7099|7855|8737|9590,CLU|TLR4|FZD5|RIPK1|AKAP12,-0.89,MyList
GO Biological Processes,19,GO:0010952,positive regulation of peptidase activity,19_GO:0048518 positive regulation of biological process,-2.9,6.4,4.8,30284,115,205,5,2.4,1.1,355|444|8743|57333|64065,FAS|ASPH|TNFSF10|RCN3|PERP,-0.88,MyList
GO Biological Processes,19,GO:0003205,cardiac chamber development,19_GO:0032502 developmental process,-2.9,5.2,4.5,30284,172,205,6,2.9,1.2,2280|3764|5754|6654|8829|9510,FKBP1A|KCNJ8|PTK7|SOS1|NRP1|ADAMTS1,-0.87,MyList
Reactome Gene Sets,6,R-HSA-9706574,RHOBTB GTPase Cycle,,-2.9,14,6.1,30284,31,205,3,1.5,0.84,1627|5756|10250,DBN1|TWF1|SRRM1,-0.86,MyList
GO Biological Processes,19,GO:0070231,T cell apoptotic process,19_GO:0009987 cellular process,-2.9,14,6.1,30284,31,205,3,1.5,0.84,355|8737|10945,FAS|RIPK1|KDELR1,-0.86,MyList
Reactome Gene Sets,6,R-HSA-68877,Mitotic Prometaphase,,-2.9,5.1,4.5,30284,173,205,6,2.9,1.2,4926|5566|7531|10381|10426|80152,NUMA1|PRKACA|YWHAE|TUBB3|TUBGCP3|CENPT,-0.86,MyList
GO Biological Processes,19,GO:0006936,muscle contraction,19_GO:0032501 multicellular organismal process,-2.9,4.4,4.3,30284,237,205,7,3.4,1.3,444|493|3764|6442|6525|8195|10060,ASPH|ATP2B4|KCNJ8|SGCA|SMTN|MKKS|ABCC9,-0.86,MyList
GO Biological Processes,19,GO:0051928,positive regulation of calcium ion transport,19_GO:0051179 localization,-2.9,6.3,4.8,30284,117,205,5,2.4,1.1,444|825|5534|6347|6781,ASPH|CAPN3|PPP3R1|CCL2|STC1,-0.86,MyList
GO Biological Processes,19,GO:0051235,maintenance of location,19_GO:0051179 localization,-2.9,5.1,4.5,30284,174,205,6,2.9,1.2,1627|2201|5756|7531|10945|51141,DBN1|FBN2|TWF1|YWHAE|KDELR1|INSIG2,-0.86,MyList
Reactome Gene Sets,6,R-HSA-9012999,RHO GTPase cycle,,-2.9,3.5,4,30284,382,205,9,4.4,1.4,396|1362|1627|5756|6654|9578|9590|10250|10970,ARHGDIA|CPD|DBN1|TWF1|SOS1|CDC42BPB|AKAP12|SRRM1|CKAP4,-0.86,MyList
GO Biological Processes,19,GO:0032507,maintenance of protein location in cell,19_GO:0051179 localization,-2.9,8.6,5.2,30284,69,205,4,2,0.97,1627|5756|10945|51141,DBN1|TWF1|KDELR1|INSIG2,-0.86,MyList
GO Biological Processes,19,GO:0007389,pattern specification process,19_GO:0032502 developmental process,-2.9,3.2,3.9,30284,461,205,10,4.9,1.5,92|444|718|4281|6781|7528|7855|8195|8829|23770,ACVR2A|ASPH|C3|MID1|STC1|YY1|FZD5|MKKS|NRP1|FKBP8,-0.86,MyList
GO Biological Processes,19,GO:0006937,regulation of muscle contraction,19_GO:0032501 multicellular organismal process,-2.9,5.1,4.5,30284,175,205,6,2.9,1.2,18|444|2280|5142|5566|6781,ABAT|ASPH|FKBP1A|PDE4B|PRKACA|STC1,-0.85,MyList
GO Biological Processes,19,GO:0045930,negative regulation of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-2.9,4.3,4.2,30284,240,205,7,3.4,1.3,595|604|1112|3275|6347|51322|90806,CCND1|BCL6|FOXN3|PRMT2|CCL2|WAC|ANGEL2,-0.85,MyList
GO Biological Processes,19,GO:0006611,protein export from nucleus,19_GO:0051179 localization,-2.9,14,6,30284,32,205,3,1.5,0.84,5566|10204|23039,PRKACA|NUTF2|XPO7,-0.84,MyList
KEGG Pathway,24,hsa04668,TNF signaling pathway,,-2.9,6.2,4.7,30284,119,205,5,2.4,1.1,355|6347|8737|8986|90993,FAS|CCL2|RIPK1|RPS6KA4|CREB3L1,-0.84,MyList
GO Biological Processes,19,GO:0006334,nucleosome assembly,19_GO:0009987 cellular process,-2.9,6.2,4.7,30284,120,205,5,2.4,1.1,6418|8971|25842|29855|646817,SET|H1-10|ASF1A|UBN1|SETSIP,-0.83,MyList
GO Biological Processes,19,GO:1902808,positive regulation of cell cycle G1/S phase transition,19_GO:0048518 positive regulation of biological process,-2.9,8.3,5.1,30284,71,205,4,2,0.97,595|5962|8450|9510,CCND1|RDX|CUL4B|ADAMTS1,-0.83,MyList
GO Biological Processes,19,GO:0051640,organelle localization,19_GO:0051179 localization,-2.8,2.9,3.8,30284,551,205,11,5.4,1.6,1025|4134|4139|4641|4926|8195|8675|8729|8943|79443|84823,CDK9|MAP4|MARK1|MYO1C|NUMA1|MKKS|STX16|GBF1|AP3D1|FYCO1|LMNB2,-0.82,MyList
GO Biological Processes,19,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,19_GO:0050896 response to stimulus,-2.8,5,4.4,30284,179,205,6,2.9,1.2,92|3077|3693|7791|9392|23770,ACVR2A|HFE|ITGB5|ZYX|TGFBRAP1|FKBP8,-0.82,MyList
GO Biological Processes,19,GO:0033198,response to ATP,19_GO:0050896 response to stimulus,-2.8,13,5.9,30284,33,205,3,1.5,0.84,444|3764|10060,ASPH|KCNJ8|ABCC9,-0.82,MyList
GO Biological Processes,19,GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,19_GO:0042592 homeostatic process,-2.8,13,5.9,30284,33,205,3,1.5,0.84,444|2280|5566,ASPH|FKBP1A|PRKACA,-0.82,MyList
GO Biological Processes,19,GO:0061384,heart trabecula morphogenesis,19_GO:0032502 developmental process,-2.8,13,5.9,30284,33,205,3,1.5,0.84,2280|6654|9510,FKBP1A|SOS1|ADAMTS1,-0.82,MyList
GO Biological Processes,19,GO:0048871,multicellular organismal-level homeostasis,19_GO:0042592 homeostatic process,-2.8,2.8,3.7,30284,638,205,12,5.9,1.6,355|604|1200|3077|5142|5566|6654|7099|8195|57333|64065|79901,FAS|BCL6|TPP1|HFE|PDE4B|PRKACA|SOS1|TLR4|MKKS|RCN3|PERP|CYBRD1,-0.82,MyList
GO Biological Processes,19,GO:0022604,regulation of cell morphogenesis,19_GO:0032502 developmental process,-2.8,4.2,4.2,30284,247,205,7,3.4,1.3,1627|4651|5962|6347|9204|11135|29780,DBN1|MYO10|RDX|CCL2|ZMYM6|CDC42EP1|PARVB,-0.8,MyList
GO Biological Processes,19,GO:0071248,cellular response to metal ion,19_GO:0050896 response to stimulus,-2.8,4.9,4.3,30284,182,205,6,2.9,1.2,444|825|3077|3727|8895|10060,ASPH|CAPN3|HFE|JUND|CPNE3|ABCC9,-0.8,MyList
KEGG Pathway,24,hsa05152,Tuberculosis,,-2.8,4.9,4.3,30284,182,205,6,2.9,1.2,718|3329|5534|5878|7099|10892,C3|HSPD1|PPP3R1|RAB5C|TLR4|MALT1,-0.8,MyList
Reactome Gene Sets,6,R-HSA-8979227,Triglyceride metabolism,,-2.8,13,5.8,30284,34,205,3,1.5,0.84,2710|5566|51099,GK|PRKACA|ABHD5,-0.8,MyList
Canonical Pathways,11,M30,PID HDAC CLASSII PATHWAY,,-2.8,13,5.8,30284,34,205,3,1.5,0.84,604|2908|7531,BCL6|NR3C1|YWHAE,-0.8,MyList
GO Biological Processes,19,GO:0016447,somatic recombination of immunoglobulin gene segments,19_GO:0002376 immune system process,-2.8,13,5.8,30284,34,205,3,1.5,0.84,604|3329|7528,BCL6|HSPD1|YY1,-0.8,MyList
GO Biological Processes,19,GO:0002764,immune response-regulating signaling pathway,19_GO:0002376 immune system process,-2.8,3.4,3.9,30284,395,205,9,4.4,1.4,718|3329|3764|4671|5142|6654|7099|7531|10892,C3|HSPD1|KCNJ8|NAIP|PDE4B|SOS1|TLR4|YWHAE|MALT1,-0.8,MyList
GO Biological Processes,19,GO:0032732,positive regulation of interleukin-1 production,19_GO:0032501 multicellular organismal process,-2.8,8,5,30284,74,205,4,2,0.97,4671|7099|7855|10892,NAIP|TLR4|FZD5|MALT1,-0.79,MyList
GO Biological Processes,19,GO:0021761,limbic system development,19_GO:0032502 developmental process,-2.8,5.9,4.5,30284,125,205,5,2.4,1.1,493|7531|8195|8829|22930,ATP2B4|YWHAE|MKKS|NRP1|RAB3GAP1,-0.78,MyList
KEGG Pathway,24,hsa04115,p53 signaling pathway,,-2.8,7.9,4.9,30284,75,205,4,2,0.97,355|595|901|64065,FAS|CCND1|CCNG2|PERP,-0.77,MyList
GO Biological Processes,19,GO:0002718,regulation of cytokine production involved in immune response,19_GO:0002376 immune system process,-2.8,5.9,4.5,30284,126,205,5,2.4,1.1,604|3077|7099|7855|10892,BCL6|HFE|TLR4|FZD5|MALT1,-0.77,MyList
WikiPathways,27,WP5218,Extrafollicular and follicular B cell activation by SARS CoV 2,,-2.7,7.8,4.9,30284,76,205,4,2,0.97,604|718|7099|283131,BCL6|C3|TLR4|NEAT1,-0.75,MyList
GO Biological Processes,19,GO:0002221,pattern recognition receptor signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.7,5.8,4.5,30284,128,205,5,2.4,1.1,3329|3764|4671|7099|7531,HSPD1|KCNJ8|NAIP|TLR4|YWHAE,-0.75,MyList
GO Biological Processes,19,GO:1901099,negative regulation of signal transduction in absence of ligand,19_GO:0048519 negative regulation of biological process,-2.7,12,5.6,30284,36,205,3,1.5,0.84,2537|8737|219699,IFI6|RIPK1|UNC5B,-0.75,MyList
Canonical Pathways,11,M271,PID PI3K PLC TRK PATHWAY,,-2.7,12,5.6,30284,36,205,3,1.5,0.84,595|6654|7531,CCND1|SOS1|YWHAE,-0.75,MyList
Canonical Pathways,11,M22,PID GMCSF PATHWAY,,-2.7,12,5.6,30284,36,205,3,1.5,0.84,5566|6347|6654,PRKACA|CCL2|SOS1,-0.75,MyList
GO Biological Processes,19,GO:2001240,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand,19_GO:0048519 negative regulation of biological process,-2.7,12,5.6,30284,36,205,3,1.5,0.84,2537|8737|219699,IFI6|RIPK1|UNC5B,-0.75,MyList
GO Biological Processes,19,GO:1900117,regulation of execution phase of apoptosis,19_GO:0050789 regulation of biological process,-2.7,12,5.6,30284,36,205,3,1.5,0.84,3329|5740|8737,HSPD1|PTGIS|RIPK1,-0.75,MyList
KEGG Pathway,24,hsa04621,NOD-like receptor signaling pathway,,-2.7,4.7,4.2,30284,189,205,6,2.9,1.2,4671|6347|7099|7531|8737|63940,NAIP|CCL2|TLR4|YWHAE|RIPK1|GPSM3,-0.75,MyList
GO Biological Processes,19,GO:0032479,regulation of type I interferon production,19_GO:0032501 multicellular organismal process,-2.7,5.7,4.4,30284,129,205,5,2.4,1.1,3329|7099|7528|8780|64771,HSPD1|TLR4|YY1|RIOK3|ILRUN,-0.74,MyList
GO Biological Processes,19,GO:2000116,regulation of cysteine-type endopeptidase activity,19_GO:0050789 regulation of biological process,-2.7,5.7,4.4,30284,130,205,5,2.4,1.1,355|444|4671|8743|64065,FAS|ASPH|NAIP|TNFSF10|PERP,-0.74,MyList
GO Biological Processes,19,GO:0043244,regulation of protein-containing complex disassembly,19_GO:0050789 regulation of biological process,-2.7,5.7,4.4,30284,130,205,5,2.4,1.1,444|4281|5756|5962|79443,ASPH|MID1|TWF1|RDX|FYCO1,-0.74,MyList
GO Biological Processes,19,GO:0007264,small GTPase-mediated signal transduction,19_GO:0050896 response to stimulus,-2.7,4,4,30284,258,205,7,3.4,1.3,396|604|6654|9077|9367|11135|51735,ARHGDIA|BCL6|SOS1|DIRAS3|RAB9A|CDC42EP1|RAPGEF6,-0.74,MyList
GO Biological Processes,19,GO:0032729,positive regulation of type II interferon production,19_GO:0032501 multicellular organismal process,-2.7,7.6,4.8,30284,78,205,4,2,0.97,3329|5142|7099|7855,HSPD1|PDE4B|TLR4|FZD5,-0.74,MyList
GO Biological Processes,19,GO:0032680,regulation of tumor necrosis factor production,19_GO:0032501 multicellular organismal process,-2.7,4.6,4.2,30284,191,205,6,2.9,1.2,1191|7099|7855|8737|9590|64771,CLU|TLR4|FZD5|RIPK1|AKAP12|ILRUN,-0.74,MyList
GO Biological Processes,19,GO:0016241,regulation of macroautophagy,19_GO:0050789 regulation of biological process,-2.7,4.6,4.2,30284,191,205,6,2.9,1.2,5566|7855|22930|23770|51322|79443,PRKACA|FZD5|RAB3GAP1|FKBP8|WAC|FYCO1,-0.74,MyList
GO Biological Processes,19,GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway,19_GO:0050896 response to stimulus,-2.7,4.6,4.2,30284,191,205,6,2.9,1.2,92|3077|3693|7791|9392|23770,ACVR2A|HFE|ITGB5|ZYX|TGFBRAP1|FKBP8,-0.74,MyList
Reactome Gene Sets,6,R-HSA-437239,Recycling pathway of L1,,-2.7,12,5.5,30284,37,205,3,1.5,0.84,5962|8986|10381,RDX|RPS6KA4|TUBB3,-0.74,MyList
GO Biological Processes,19,GO:0046825,regulation of protein export from nucleus,19_GO:0051179 localization,-2.7,12,5.5,30284,37,205,3,1.5,0.84,3429|5566|7531,IFI27|PRKACA|YWHAE,-0.74,MyList
Canonical Pathways,11,M65,PID FRA PATHWAY,,-2.7,12,5.5,30284,37,205,3,1.5,0.84,595|3727|6347,CCND1|JUND|CCL2,-0.74,MyList
GO Biological Processes,19,GO:0097190,apoptotic signaling pathway,19_GO:0050896 response to stimulus,-2.7,3.6,3.9,30284,332,205,8,3.9,1.4,355|1191|2537|3429|5740|8737|8743|64065,FAS|CLU|IFI6|IFI27|PTGIS|RIPK1|TNFSF10|PERP,-0.74,MyList
GO Biological Processes,19,GO:0006954,inflammatory response,19_GO:0050896 response to stimulus,-2.7,2.8,3.6,30284,577,205,11,5.4,1.6,604|718|1191|2908|3429|3764|4671|6347|7099|8737|8986,BCL6|C3|CLU|NR3C1|IFI27|KCNJ8|NAIP|CCL2|TLR4|RIPK1|RPS6KA4,-0.73,MyList
GO Biological Processes,19,GO:0002703,regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-2.7,4,4,30284,260,205,7,3.4,1.3,604|718|3077|3329|7099|7855|10892,BCL6|C3|HFE|HSPD1|TLR4|FZD5|MALT1,-0.73,MyList
GO Biological Processes,19,GO:0055117,regulation of cardiac muscle contraction,19_GO:0032501 multicellular organismal process,-2.7,7.5,4.8,30284,79,205,4,2,0.97,444|5142|5566|6781,ASPH|PDE4B|PRKACA|STC1,-0.73,MyList
GO Biological Processes,19,GO:0140962,multicellular organismal-level chemical homeostasis,19_GO:0042592 homeostatic process,-2.7,7.5,4.8,30284,79,205,4,2,0.97,3077|5566|57333|79901,HFE|PRKACA|RCN3|CYBRD1,-0.73,MyList
GO Biological Processes,19,GO:0051168,nuclear export,19_GO:0051179 localization,-2.7,5.6,4.4,30284,132,205,5,2.4,1.1,5566|10204|10892|23039|84271,PRKACA|NUTF2|MALT1|XPO7|POLDIP3,-0.73,MyList
GO Biological Processes,19,GO:0070227,lymphocyte apoptotic process,19_GO:0009987 cellular process,-2.7,12,5.4,30284,38,205,3,1.5,0.84,355|8737|10945,FAS|RIPK1|KDELR1,-0.72,MyList
GO Biological Processes,19,GO:0051091,positive regulation of DNA-binding transcription factor activity,19_GO:0050789 regulation of biological process,-2.7,4.5,4.1,30284,195,205,6,2.9,1.2,825|1191|7099|8737|8986|10892,CAPN3|CLU|TLR4|RIPK1|RPS6KA4|MALT1,-0.71,MyList
GO Biological Processes,19,GO:0043085,positive regulation of catalytic activity,19_GO:0065007 biological regulation,-2.7,2.8,3.6,30284,584,205,11,5.4,1.6,355|444|595|5154|7099|8743|22930|51735|55312|57333|64065,FAS|ASPH|CCND1|PDGFA|TLR4|TNFSF10|RAB3GAP1|RAPGEF6|RFK|RCN3|PERP,-0.71,MyList
Reactome Gene Sets,6,R-HSA-1640170,Cell Cycle,,-2.7,2.8,3.6,30284,584,205,11,5.4,1.6,595|2029|2801|4926|5566|7531|10381|10426|10762|23383|80152,CCND1|ENSA|GOLGA2|NUMA1|PRKACA|YWHAE|TUBB3|TUBGCP3|NUP50|MAU2|CENPT,-0.71,MyList
GO Biological Processes,19,GO:0016197,endosomal transport,19_GO:0051179 localization,-2.7,3.9,3.9,30284,264,205,7,3.4,1.3,6643|8675|8729|8943|9367|30846|81609,SNX2|STX16|GBF1|AP3D1|RAB9A|EHD2|SNX27,-0.71,MyList
GO Biological Processes,19,GO:0030833,regulation of actin filament polymerization,19_GO:0050789 regulation of biological process,-2.7,5.5,4.3,30284,134,205,5,2.4,1.1,5756|5962|7408|8195|11135,TWF1|RDX|VASP|MKKS|CDC42EP1,-0.71,MyList
GO Biological Processes,19,GO:0051282,regulation of sequestering of calcium ion,19_GO:0042592 homeostatic process,-2.7,5.5,4.3,30284,134,205,5,2.4,1.1,444|825|2280|5334|5566,ASPH|CAPN3|FKBP1A|PLCL1|PRKACA,-0.71,MyList
GO Biological Processes,19,GO:0007041,lysosomal transport,19_GO:0051179 localization,-2.7,5.5,4.3,30284,134,205,5,2.4,1.1,1191|8943|9392|63910|81609,CLU|AP3D1|TGFBRAP1|SLC17A9|SNX27,-0.71,MyList
GO Biological Processes,19,GO:0051090,regulation of DNA-binding transcription factor activity,19_GO:0050789 regulation of biological process,-2.6,3.5,3.8,30284,338,205,8,3.9,1.4,825|1191|3275|5740|7099|8737|8986|10892,CAPN3|CLU|PRMT2|PTGIS|TLR4|RIPK1|RPS6KA4|MALT1,-0.71,MyList
GO Biological Processes,19,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,19_GO:0032501 multicellular organismal process,-2.6,4.5,4.1,30284,196,205,6,2.9,1.2,1191|7099|7855|8737|9590|64771,CLU|TLR4|FZD5|RIPK1|AKAP12|ILRUN,-0.71,MyList
Reactome Gene Sets,6,R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,,-2.6,7.3,4.7,30284,81,205,4,2,0.97,5878|7531|9367|22930,RAB5C|YWHAE|RAB9A|RAB3GAP1,-0.71,MyList
GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.6,3.5,3.8,30284,339,205,8,3.9,1.4,128|3764|5142|5179|6347|7099|9590|10892,ADH5|KCNJ8|PDE4B|PENK|CCL2|TLR4|AKAP12|MALT1,-0.71,MyList
GO Biological Processes,19,GO:0046683,response to organophosphorus,19_GO:0050896 response to stimulus,-2.6,5.5,4.3,30284,135,205,5,2.4,1.1,444|3764|5179|6781|10060,ASPH|KCNJ8|PENK|STC1|ABCC9,-0.71,MyList
Reactome Gene Sets,6,R-HSA-1566948,Elastic fibre formation,,-2.6,11,5.3,30284,39,205,3,1.5,0.84,2201|3693|4017,FBN2|ITGB5|LOXL2,-0.71,MyList
GO Biological Processes,19,GO:0032872,regulation of stress-activated MAPK cascade,19_GO:0050896 response to stimulus,-2.6,11,5.3,30284,39,205,3,1.5,0.84,355|4281|7099,FAS|MID1|TLR4,-0.71,MyList
Canonical Pathways,11,M82,PID RET PATHWAY,,-2.6,11,5.3,30284,39,205,3,1.5,0.84,5566|6654|9260,PRKACA|SOS1|PDLIM7,-0.71,MyList
KEGG Pathway,24,hsa05202,Transcriptional misregulation in cancer,,-2.6,4.5,4.1,30284,198,205,6,2.9,1.2,604|1025|2005|2119|5154|6257,BCL6|CDK9|ELK4|ETV5|PDGFA|RXRB,-0.7,MyList
GO Biological Processes,19,GO:0070661,leukocyte proliferation,19_GO:0009987 cellular process,-2.6,5.4,4.3,30284,137,205,5,2.4,1.1,604|1191|3329|7099|10892,BCL6|CLU|HSPD1|TLR4|MALT1,-0.69,MyList
GO Biological Processes,19,GO:0002706,regulation of lymphocyte mediated immunity,19_GO:0002376 immune system process,-2.6,4.4,4,30284,200,205,6,2.9,1.2,604|718|3077|3329|7855|10892,BCL6|C3|HFE|HSPD1|FZD5|MALT1,-0.69,MyList
GO Biological Processes,19,GO:0002724,regulation of T cell cytokine production,19_GO:0002376 immune system process,-2.6,11,5.3,30284,40,205,3,1.5,0.84,3077|7855|10892,HFE|FZD5|MALT1,-0.68,MyList
GO Biological Processes,19,GO:0042100,B cell proliferation,19_GO:0002376 immune system process,-2.6,11,5.3,30284,40,205,3,1.5,0.84,604|3329|7099,BCL6|HSPD1|TLR4,-0.68,MyList
GO Biological Processes,19,GO:0051656,establishment of organelle localization,19_GO:0051179 localization,-2.6,3.1,3.6,30284,425,205,9,4.4,1.4,4134|4139|4641|4926|8195|8729|8943|79443|84823,MAP4|MARK1|MYO1C|NUMA1|MKKS|GBF1|AP3D1|FYCO1|LMNB2,-0.68,MyList
GO Biological Processes,19,GO:0051279,regulation of release of sequestered calcium ion into cytosol,19_GO:0042592 homeostatic process,-2.6,7,4.6,30284,84,205,4,2,0.97,444|825|2280|5566,ASPH|CAPN3|FKBP1A|PRKACA,-0.68,MyList
GO Biological Processes,19,GO:0071346,cellular response to type II interferon,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.6,7,4.6,30284,84,205,4,2,0.97,4641|6347|7099|7791,MYO1C|CCL2|TLR4|ZYX,-0.68,MyList
GO Biological Processes,19,GO:0051345,positive regulation of hydrolase activity,19_GO:0065007 biological regulation,-2.6,3.8,3.8,30284,271,205,7,3.4,1.3,355|444|8743|22930|51735|57333|64065,FAS|ASPH|TNFSF10|RAB3GAP1|RAPGEF6|RCN3|PERP,-0.68,MyList
GO Biological Processes,19,GO:0008360,regulation of cell shape,19_GO:0032502 developmental process,-2.6,5.3,4.2,30284,139,205,5,2.4,1.1,4651|5962|6347|11135|29780,MYO10|RDX|CCL2|CDC42EP1|PARVB,-0.68,MyList
GO Biological Processes,19,GO:0048598,embryonic morphogenesis,19_GO:0032502 developmental process,-2.6,2.7,3.5,30284,597,205,11,5.4,1.6,92|2201|3693|5566|5754|6654|7408|7855|8195|10762|51141,ACVR2A|FBN2|ITGB5|PRKACA|PTK7|SOS1|VASP|FZD5|MKKS|NUP50|INSIG2,-0.67,MyList
GO Biological Processes,19,GO:0110053,regulation of actin filament organization,19_GO:0050789 regulation of biological process,-2.6,3.8,3.8,30284,273,205,7,3.4,1.3,5756|5962|7408|8195|8829|11135|27236,TWF1|RDX|VASP|MKKS|NRP1|CDC42EP1|ARFIP1,-0.67,MyList
WikiPathways,27,WP4298,Acute viral myocarditis,,-2.6,7,4.5,30284,85,205,4,2,0.97,595|6442|6654|7099,CCND1|SGCA|SOS1|TLR4,-0.67,MyList
GO Biological Processes,19,GO:0090199,regulation of release of cytochrome c from mitochondria,19_GO:0050896 response to stimulus,-2.6,11,5.2,30284,41,205,3,1.5,0.84,1191|2537|8743,CLU|IFI6|TNFSF10,-0.67,MyList
GO Biological Processes,19,GO:0070302,regulation of stress-activated protein kinase signaling cascade,19_GO:0050896 response to stimulus,-2.6,11,5.2,30284,41,205,3,1.5,0.84,355|4281|7099,FAS|MID1|TLR4,-0.67,MyList
GO Biological Processes,19,GO:0034728,nucleosome organization,19_GO:0009987 cellular process,-2.6,5.3,4.2,30284,140,205,5,2.4,1.1,6418|8971|25842|29855|646817,SET|H1-10|ASF1A|UBN1|SETSIP,-0.67,MyList
GO Biological Processes,19,GO:0022407,regulation of cell-cell adhesion,19_GO:0050789 regulation of biological process,-2.6,2.9,3.5,30284,513,205,10,4.9,1.5,604|3077|3329|4651|5962|6347|8943|9780|10892|53827,BCL6|HFE|HSPD1|MYO10|RDX|CCL2|AP3D1|PIEZO1|MALT1|FXYD5,-0.67,MyList
GO Biological Processes,19,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,19_GO:0002376 immune system process,-2.6,4.3,4,30284,204,205,6,2.9,1.2,604|718|3077|3329|7855|10892,BCL6|C3|HFE|HSPD1|FZD5|MALT1,-0.67,MyList
GO Biological Processes,19,GO:2001056,positive regulation of cysteine-type endopeptidase activity,19_GO:0048518 positive regulation of biological process,-2.6,6.9,4.5,30284,86,205,4,2,0.97,355|444|8743|64065,FAS|ASPH|TNFSF10|PERP,-0.66,MyList
GO Biological Processes,19,GO:0045446,endothelial cell differentiation,19_GO:0032502 developmental process,-2.6,6.9,4.5,30284,86,205,4,2,0.97,5962|6781|8829|646817,RDX|STC1|NRP1|SETSIP,-0.66,MyList
GO Biological Processes,19,GO:0031334,positive regulation of protein-containing complex assembly,19_GO:0048518 positive regulation of biological process,-2.6,4.3,3.9,30284,205,205,6,2.9,1.2,1191|4926|7099|7408|9780|11135,CLU|NUMA1|TLR4|VASP|PIEZO1|CDC42EP1,-0.66,MyList
GO Biological Processes,19,GO:0030163,protein catabolic process,19_GO:0009987 cellular process,-2.5,2.4,3.4,30284,786,205,13,6.3,1.7,825|1191|1200|3429|5566|8450|8737|10444|10612|10892|23032|57333|63910,CAPN3|CLU|TPP1|IFI27|PRKACA|CUL4B|RIPK1|ZER1|TRIM3|MALT1|USP33|RCN3|SLC17A9,-0.66,MyList
GO Biological Processes,19,GO:0035966,response to topologically incorrect protein,19_GO:0050896 response to stimulus,-2.5,5.2,4.1,30284,142,205,5,2.4,1.1,595|1191|3329|22824|90993,CCND1|CLU|HSPD1|HSPA4L|CREB3L1,-0.66,MyList
GO Biological Processes,19,GO:0032271,regulation of protein polymerization,19_GO:0050789 regulation of biological process,-2.5,4.3,3.9,30284,206,205,6,2.9,1.2,4926|5756|5962|7408|8195|11135,NUMA1|TWF1|RDX|VASP|MKKS|CDC42EP1,-0.66,MyList
GO Biological Processes,19,GO:0120032,regulation of plasma membrane bounded cell projection assembly,19_GO:0050789 regulation of biological process,-2.5,4.3,3.9,30284,206,205,6,2.9,1.2,4134|4651|5756|5962|8829|11135,MAP4|MYO10|TWF1|RDX|NRP1|CDC42EP1,-0.66,MyList
GO Biological Processes,19,GO:0019098,reproductive behavior,19_GO:0022414 reproductive process,-2.5,11,5.1,30284,42,205,3,1.5,0.84,18|92|2908,ABAT|ACVR2A|NR3C1,-0.66,MyList
