Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0050804,modulation of chemical synaptic transmission,19_GO:0050789 regulation of biological process,-2.9,3.5,4,30284,518,151,9,6,1.9,1627|2771|5179|5534|5566|6347|9590|22839|22930,DBN1|GNAI2|PENK|PPP3R1|PRKACA|CCL2|AKAP12|DLGAP4|RAB3GAP1,-0.93
MyList,GO Biological Processes,19,GO:0099177,regulation of trans-synaptic signaling,19_GO:0050789 regulation of biological process,-2.9,3.5,4,30284,519,151,9,6,1.9,1627|2771|5179|5534|5566|6347|9590|22839|22930,DBN1|GNAI2|PENK|PPP3R1|PRKACA|CCL2|AKAP12|DLGAP4|RAB3GAP1,-0.93
MyList,GO Biological Processes,19,GO:1901879,regulation of protein depolymerization,19_GO:0050789 regulation of biological process,-2.9,8.6,5.2,30284,93,151,4,2.6,1.3,444|4281|5756|5962,ASPH|MID1|TWF1|RDX,-0.93
MyList,KEGG Pathway,24,hsa05160,Hepatitis C,,-2.9,6.3,4.7,30284,159,151,5,3.3,1.5,355|595|6654|7531|8737,FAS|CCND1|SOS1|YWHAE|RIPK1,-0.93
MyList,KEGG Pathway,24,hsa04145,Phagosome,,-2.9,6.3,4.7,30284,159,151,5,3.3,1.5,718|3693|5878|7099|10381,C3|ITGB5|RAB5C|TLR4|TUBB3,-0.93
MyList,WikiPathways,27,WP706,Sudden infant death syndrome SIDS susceptibility pathways,,-2.9,6.3,4.7,30284,160,151,5,3.3,1.5,2908|3329|3764|5566|7531,NR3C1|HSPD1|KCNJ8|PRKACA|YWHAE,-0.92
MyList,Reactome Gene Sets,6,R-HSA-6807878,COPI-mediated anterograde transport,,-2.9,8.5,5.2,30284,94,151,4,2.6,1.3,2801|8729|10381|10945,GOLGA2|GBF1|TUBB3|KDELR1,-0.92
MyList,GO Biological Processes,19,GO:0016444,somatic cell DNA recombination,19_GO:0009987 cellular process,-2.9,14,6,30284,43,151,3,2,1.1,604|3329|7528,BCL6|HSPD1|YY1,-0.91
MyList,GO Biological Processes,19,GO:0002562,somatic diversification of immune receptors via germline recombination within a single locus,19_GO:0002376 immune system process,-2.9,14,6,30284,43,151,3,2,1.1,604|3329|7528,BCL6|HSPD1|YY1,-0.91
MyList,GO Biological Processes,19,GO:0051651,maintenance of location in cell,19_GO:0051179 localization,-2.9,8.4,5.1,30284,95,151,4,2.6,1.3,1627|5756|10945|51141,DBN1|TWF1|KDELR1|INSIG2,-0.91
MyList,WikiPathways,27,WP2806,Complement system,,-2.9,8.4,5.1,30284,95,151,4,2.6,1.3,629|718|2771|5566,CFB|C3|GNAI2|PRKACA,-0.91
MyList,GO Biological Processes,19,GO:0051656,establishment of organelle localization,19_GO:0051179 localization,-2.9,3.8,4.1,30284,425,151,8,5.3,1.8,4134|4139|4641|4926|8729|8943|79443|84823,MAP4|MARK1|MYO1C|NUMA1|GBF1|AP3D1|FYCO1|LMNB2,-0.9
MyList,GO Biological Processes,19,GO:0008277,regulation of G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-2.9,6.2,4.7,30284,163,151,5,3.3,1.5,493|718|2771|5142|23032,ATP2B4|C3|GNAI2|PDE4B|USP33,-0.9
MyList,GO Biological Processes,19,GO:0071560,cellular response to transforming growth factor beta stimulus,19_GO:0050896 response to stimulus,-2.9,6.2,4.7,30284,163,151,5,3.3,1.5,2908|3693|5179|7791|9392,NR3C1|ITGB5|PENK|ZYX|TGFBRAP1,-0.9
MyList,GO Biological Processes,19,GO:0050729,positive regulation of inflammatory response,19_GO:0048518 positive regulation of biological process,-2.9,6.2,4.7,30284,163,151,5,3.3,1.5,718|4671|7099|8737|63940,C3|NAIP|TLR4|RIPK1|GPSM3,-0.9
MyList,GO Biological Processes,19,GO:0042147,"retrograde transport, endosome to Golgi",19_GO:0051179 localization,-2.9,8.4,5.1,30284,96,151,4,2.6,1.3,6643|8675|8729|9367,SNX2|STX16|GBF1|RAB9A,-0.9
MyList,GO Biological Processes,19,GO:0016445,somatic diversification of immunoglobulins,19_GO:0002376 immune system process,-2.9,14,6,30284,44,151,3,2,1.1,604|3329|7528,BCL6|HSPD1|YY1,-0.9
MyList,GO Biological Processes,19,GO:0061564,axon development,19_GO:0032502 developmental process,-2.9,3.8,4.1,30284,427,151,8,5.3,1.8,2051|5754|6654|7408|8829|10381|23032|219699,EPHB6|PTK7|SOS1|VASP|NRP1|TUBB3|USP33|UNC5B,-0.89
MyList,Reactome Gene Sets,6,R-HSA-373760,L1CAM interactions,,-2.8,8.3,5.1,30284,97,151,4,2.6,1.3,5962|8829|8986|10381,RDX|NRP1|RPS6KA4|TUBB3,-0.89
MyList,Reactome Gene Sets,6,R-HSA-109581,Apoptosis,,-2.8,8.3,5.1,30284,97,151,4,2.6,1.3,5534|7531|8737|219699,PPP3R1|YWHAE|RIPK1|UNC5B,-0.89
MyList,GO Biological Processes,19,GO:2001236,regulation of extrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-2.8,6.1,4.6,30284,165,151,5,3.3,1.5,7099|8737|8743|8829|219699,TLR4|RIPK1|TNFSF10|NRP1|UNC5B,-0.89
MyList,GO Biological Processes,19,GO:0007346,regulation of mitotic cell cycle,19_GO:0050789 regulation of biological process,-2.8,3.4,3.9,30284,533,151,9,6,1.9,595|604|3275|5962|6347|7531|8450|8729|51322,CCND1|BCL6|PRMT2|RDX|CCL2|YWHAE|CUL4B|GBF1|WAC,-0.89
MyList,Canonical Pathways,11,M71,PID ILK PATHWAY,,-2.8,13,5.9,30284,45,151,3,2,1.1,595|7791|29780,CCND1|ZYX|PARVB,-0.89
MyList,Reactome Gene Sets,6,R-HSA-432722,Golgi Associated Vesicle Biogenesis,,-2.8,13,5.9,30284,45,151,3,2,1.1,1362|5878|6643,CPD|RAB5C|SNX2,-0.89
MyList,GO Biological Processes,19,GO:0032092,positive regulation of protein binding,19_GO:0065007 biological regulation,-2.8,13,5.9,30284,45,151,3,2,1.1,2280|3077|23032,FKBP1A|HFE|USP33,-0.89
MyList,GO Biological Processes,19,GO:0046785,microtubule polymerization,19_GO:0009987 cellular process,-2.8,13,5.9,30284,45,151,3,2,1.1,2801|4134|10426,GOLGA2|MAP4|TUBGCP3,-0.89
MyList,GO Biological Processes,19,GO:1902807,negative regulation of cell cycle G1/S phase transition,19_GO:0048519 negative regulation of biological process,-2.8,8.2,5,30284,98,151,4,2.6,1.3,595|3275|6347|51322,CCND1|PRMT2|CCL2|WAC,-0.89
MyList,GO Biological Processes,19,GO:0080135,regulation of cellular response to stress,19_GO:0050896 response to stimulus,-2.8,3.4,3.9,30284,535,151,9,6,1.9,355|1025|1191|4281|7099|7528|10955|51141|90993,FAS|CDK9|CLU|MID1|TLR4|YY1|SERINC3|INSIG2|CREB3L1,-0.88
MyList,GO Biological Processes,19,GO:0001932,regulation of protein phosphorylation,19_GO:0050789 regulation of biological process,-2.8,3.1,3.8,30284,644,151,10,6.6,2,355|595|718|5154|7099|8737|8829|9077|23770|64943,FAS|CCND1|C3|PDGFA|TLR4|RIPK1|NRP1|DIRAS3|FKBP8|NT5DC2,-0.88
MyList,GO Biological Processes,19,GO:0002377,immunoglobulin production,19_GO:0002376 immune system process,-2.8,13,5.8,30284,46,151,3,2,1.1,604|3329|7528,BCL6|HSPD1|YY1,-0.87
MyList,GO Biological Processes,19,GO:0061383,trabecula morphogenesis,19_GO:0032502 developmental process,-2.8,13,5.8,30284,46,151,3,2,1.1,2201|2280|6654,FBN2|FKBP1A|SOS1,-0.87
MyList,GO Biological Processes,19,GO:0006913,nucleocytoplasmic transport,19_GO:0051179 localization,-2.8,4.8,4.3,30284,249,151,6,4,1.6,5534|5566|8125|10204|10762|84271,PPP3R1|PRKACA|ANP32A|NUTF2|NUP50|POLDIP3,-0.87
MyList,GO Biological Processes,19,GO:0001841,neural tube formation,19_GO:0032502 developmental process,-2.8,8,5,30284,100,151,4,2.6,1.3,5566|5754|7408|10762,PRKACA|PTK7|VASP|NUP50,-0.87
MyList,GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.8,4.1,4.1,30284,339,151,7,4.6,1.7,128|3764|5142|5179|6347|7099|9590,ADH5|KCNJ8|PDE4B|PENK|CCL2|TLR4|AKAP12,-0.87
MyList,GO Biological Processes,19,GO:0007051,spindle organization,19_GO:0009987 cellular process,-2.8,5.9,4.6,30284,169,151,5,3.3,1.5,2801|4134|4926|10426|29901,GOLGA2|MAP4|NUMA1|TUBGCP3|SAC3D1,-0.87
MyList,GO Biological Processes,19,GO:0019722,calcium-mediated signaling,19_GO:0050896 response to stimulus,-2.8,5.9,4.6,30284,169,151,5,3.3,1.5,444|2280|3764|5534|5566,ASPH|FKBP1A|KCNJ8|PPP3R1|PRKACA,-0.87
MyList,GO Biological Processes,19,GO:0071824,protein-DNA complex organization,19_GO:0009987 cellular process,-2.8,4.8,4.3,30284,250,151,6,4,1.6,6418|8971|25842|29855|80152|646817,SET|H1-10|ASF1A|UBN1|CENPT|SETSIP,-0.87
MyList,GO Biological Processes,19,GO:0051169,nuclear transport,19_GO:0051179 localization,-2.8,4.8,4.3,30284,250,151,6,4,1.6,5534|5566|8125|10204|10762|84271,PPP3R1|PRKACA|ANP32A|NUTF2|NUP50|POLDIP3,-0.87
MyList,Reactome Gene Sets,6,R-HSA-9679506,SARS-CoV Infections,,-2.8,4.1,4.1,30284,340,151,7,4.6,1.7,2280|3703|6654|7531|8737|8829|10762,FKBP1A|STT3A|SOS1|YWHAE|RIPK1|NRP1|NUP50,-0.87
MyList,GO Biological Processes,19,GO:0071559,response to transforming growth factor beta,19_GO:0050896 response to stimulus,-2.8,5.9,4.5,30284,170,151,5,3.3,1.5,2908|3693|5179|7791|9392,NR3C1|ITGB5|PENK|ZYX|TGFBRAP1,-0.86
MyList,KEGG Pathway,24,hsa04530,Tight junction,,-2.8,5.9,4.5,30284,170,151,5,3.3,1.5,595|5566|5962|7408|51735,CCND1|PRKACA|RDX|VASP|RAPGEF6,-0.86
MyList,GO Biological Processes,19,GO:0006942,regulation of striated muscle contraction,19_GO:0032501 multicellular organismal process,-2.8,7.9,4.9,30284,101,151,4,2.6,1.3,444|2280|5142|5566,ASPH|FKBP1A|PDE4B|PRKACA,-0.86
MyList,Reactome Gene Sets,6,R-HSA-5578775,Ion homeostasis,,-2.8,13,5.7,30284,47,151,3,2,1.1,493|5566|10060,ATP2B4|PRKACA|ABCC9,-0.86
MyList,GO Biological Processes,19,GO:0048589,developmental growth,19_GO:0040007 growth,-2.8,3.6,4,30284,441,151,8,5.3,1.8,1822|3275|3764|5754|5782|6654|8829|23770,ATN1|PRMT2|KCNJ8|PTK7|PTPN12|SOS1|NRP1|FKBP8,-0.86
MyList,GO Biological Processes,19,GO:0040007,growth,19_GO:0040007 growth,-2.8,3.6,4,30284,441,151,8,5.3,1.8,1822|3275|3764|5754|5782|6654|8829|23770,ATN1|PRMT2|KCNJ8|PTK7|PTPN12|SOS1|NRP1|FKBP8,-0.86
MyList,WikiPathways,27,WP185,Integrin mediated cell adhesion,,-2.8,7.9,4.9,30284,102,151,4,2.6,1.3,3693|6654|7408|7791,ITGB5|SOS1|VASP|ZYX,-0.86
MyList,GO Biological Processes,19,GO:0003205,cardiac chamber development,19_GO:0032502 developmental process,-2.8,5.8,4.5,30284,172,151,5,3.3,1.5,2280|3764|5754|6654|8829,FKBP1A|KCNJ8|PTK7|SOS1|NRP1,-0.85
MyList,GO Biological Processes,19,GO:0071887,leukocyte apoptotic process,19_GO:0009987 cellular process,-2.7,13,5.7,30284,48,151,3,2,1.1,355|8737|10945,FAS|RIPK1|KDELR1,-0.84
MyList,GO Biological Processes,19,GO:0002218,activation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.7,5.8,4.5,30284,173,151,5,3.3,1.5,3329|3764|4671|7099|7531,HSPD1|KCNJ8|NAIP|TLR4|YWHAE,-0.84
MyList,KEGG Pathway,24,hsa05164,Influenza A,,-2.7,5.8,4.5,30284,173,151,5,3.3,1.5,355|6347|7099|8743|11100,FAS|CCL2|TLR4|TNFSF10|HNRNPUL1,-0.84
MyList,GO Biological Processes,19,GO:0070482,response to oxygen levels,19_GO:0050896 response to stimulus,-2.7,4,4,30284,347,151,7,4.6,1.7,18|355|3764|4017|5179|10060|51167,ABAT|FAS|KCNJ8|LOXL2|PENK|ABCC9|CYB5R4,-0.84
MyList,GO Biological Processes,19,GO:0051225,spindle assembly,19_GO:0009987 cellular process,-2.7,7.7,4.9,30284,104,151,4,2.6,1.3,2801|4926|10426|29901,GOLGA2|NUMA1|TUBGCP3|SAC3D1,-0.83
MyList,GO Biological Processes,19,GO:0006937,regulation of muscle contraction,19_GO:0032501 multicellular organismal process,-2.7,5.7,4.4,30284,175,151,5,3.3,1.5,18|444|2280|5142|5566,ABAT|ASPH|FKBP1A|PDE4B|PRKACA,-0.83
MyList,KEGG Pathway,24,hsa05030,Cocaine addiction,,-2.7,12,5.6,30284,49,151,3,2,1.1,2771|5566|90993,GNAI2|PRKACA|CREB3L1,-0.83
MyList,GO Biological Processes,19,GO:0070555,response to interleukin-1,19_GO:0050896 response to stimulus,-2.7,7.6,4.8,30284,105,151,4,2.6,1.3,6347|7528|8986|9590,CCL2|YY1|RPS6KA4|AKAP12,-0.82
MyList,GO Biological Processes,19,GO:0048667,cell morphogenesis involved in neuron differentiation,19_GO:0032502 developmental process,-2.7,3.6,3.9,30284,449,151,8,5.3,1.8,2051|5754|6654|7408|8829|10381|23032|219699,EPHB6|PTK7|SOS1|VASP|NRP1|TUBB3|USP33|UNC5B,-0.82
MyList,Reactome Gene Sets,6,R-HSA-376176,Signaling by ROBO receptors,,-2.7,5.7,4.4,30284,177,151,5,3.3,1.5,5566|6654|7408|8829|23032,PRKACA|SOS1|VASP|NRP1|USP33,-0.82
MyList,GO Biological Processes,19,GO:1902905,positive regulation of supramolecular fiber organization,19_GO:0048518 positive regulation of biological process,-2.7,5.7,4.4,30284,177,151,5,3.3,1.5,1191|4926|7408|8829|11135,CLU|NUMA1|VASP|NRP1|CDC42EP1,-0.82
MyList,Reactome Gene Sets,6,R-HSA-73887,Death Receptor Signaling,,-2.7,7.6,4.8,30284,106,151,4,2.6,1.3,396|6654|7531|8737,ARHGDIA|SOS1|YWHAE|RIPK1,-0.82
MyList,KEGG Pathway,24,hsa00330,Arginine and proline metabolism,,-2.7,12,5.5,30284,50,151,3,2,1.1,5831|6611|6723,PYCR1|SMS|SRM,-0.81
MyList,GO Biological Processes,19,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,19_GO:0050896 response to stimulus,-2.7,5.6,4.4,30284,179,151,5,3.3,1.5,3077|3693|7791|9392|23770,HFE|ITGB5|ZYX|TGFBRAP1|FKBP8,-0.8
MyList,GO Biological Processes,19,GO:0051668,localization within membrane,19_GO:0051179 localization,-2.7,3.2,3.8,30284,561,151,9,6,1.9,4641|5962|8675|8943|22930|30846|51735|81609|84823,MYO1C|RDX|STX16|AP3D1|RAB3GAP1|EHD2|RAPGEF6|SNX27|LMNB2,-0.8
MyList,GO Biological Processes,19,GO:0043010,camera-type eye development,19_GO:0032502 developmental process,-2.7,4,4,30284,355,151,7,4.6,1.7,493|2201|6654|7528|8829|22930|23770,ATP2B4|FBN2|SOS1|YY1|NRP1|RAB3GAP1|FKBP8,-0.8
MyList,WikiPathways,27,WP3611,Photodynamic therapy induced AP 1 survival signaling,,-2.7,12,5.5,30284,51,151,3,2,1.1,355|595|8743,FAS|CCND1|TNFSF10,-0.8
MyList,GO Biological Processes,19,GO:0002440,production of molecular mediator of immune response,19_GO:0002376 immune system process,-2.7,12,5.5,30284,51,151,3,2,1.1,604|3329|7528,BCL6|HSPD1|YY1,-0.8
MyList,GO Biological Processes,19,GO:0043393,regulation of protein binding,19_GO:0065007 biological regulation,-2.7,7.4,4.7,30284,108,151,4,2.6,1.3,2280|2801|3077|23032,FKBP1A|GOLGA2|HFE|USP33,-0.8
MyList,GO Biological Processes,19,GO:0034341,response to type II interferon,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.7,7.4,4.7,30284,108,151,4,2.6,1.3,4641|6347|7099|7791,MYO1C|CCL2|TLR4|ZYX,-0.8
MyList,GO Biological Processes,19,GO:0003007,heart morphogenesis,19_GO:0032502 developmental process,-2.7,4.5,4.1,30284,265,151,6,4,1.6,1289|2280|3764|6654|8829|10060,COL5A1|FKBP1A|KCNJ8|SOS1|NRP1|ABCC9,-0.79
MyList,GO Biological Processes,19,GO:0010506,regulation of autophagy,19_GO:0050789 regulation of biological process,-2.7,3.9,3.9,30284,359,151,7,4.6,1.7,2801|5566|22930|23032|23770|51322|79443,GOLGA2|PRKACA|RAB3GAP1|USP33|FKBP8|WAC|FYCO1,-0.78
MyList,KEGG Pathway,24,hsa05152,Tuberculosis,,-2.6,5.5,4.3,30284,182,151,5,3.3,1.5,718|3329|5534|5878|7099,C3|HSPD1|PPP3R1|RAB5C|TLR4,-0.78
MyList,GO Biological Processes,19,GO:0071248,cellular response to metal ion,19_GO:0050896 response to stimulus,-2.6,5.5,4.3,30284,182,151,5,3.3,1.5,444|3077|3727|8895|10060,ASPH|HFE|JUND|CPNE3|ABCC9,-0.78
MyList,GO Biological Processes,19,GO:0032760,positive regulation of tumor necrosis factor production,19_GO:0032501 multicellular organismal process,-2.6,7.3,4.7,30284,110,151,4,2.6,1.3,1191|7099|8737|9590,CLU|TLR4|RIPK1|AKAP12,-0.78
MyList,Reactome Gene Sets,6,R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,,-2.6,5.5,4.3,30284,183,151,5,3.3,1.5,8729|9367|10381|10945|22930,GBF1|RAB9A|TUBB3|KDELR1|RAB3GAP1,-0.78
MyList,GO Biological Processes,19,GO:0002237,response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.6,3.9,3.9,30284,361,151,7,4.6,1.7,128|3764|5142|5179|6347|7099|9590,ADH5|KCNJ8|PDE4B|PENK|CCL2|TLR4|AKAP12,-0.78
MyList,GO Biological Processes,19,GO:0042391,regulation of membrane potential,19_GO:0065007 biological regulation,-2.6,3.5,3.8,30284,463,151,8,5.3,1.8,18|3764|5831|7531|9780|10060|22930|23530,ABAT|KCNJ8|PYCR1|YWHAE|PIEZO1|ABCC9|RAB3GAP1|NNT,-0.77
MyList,KEGG Pathway,24,hsa04151,PI3K-Akt signaling pathway,,-2.6,3.9,3.9,30284,362,151,7,4.6,1.7,595|3693|5154|6654|7099|7531|90993,CCND1|ITGB5|PDGFA|SOS1|TLR4|YWHAE|CREB3L1,-0.77
MyList,KEGG Pathway,24,hsa04360,Axon guidance,,-2.6,5.4,4.3,30284,184,151,5,3.3,1.5,2051|2771|5534|8829|219699,EPHB6|GNAI2|PPP3R1|NRP1|UNC5B,-0.77
MyList,Reactome Gene Sets,6,R-HSA-9007101,Rab regulation of trafficking,,-2.6,7.2,4.7,30284,111,151,4,2.6,1.3,5878|7531|9367|22930,RAB5C|YWHAE|RAB9A|RAB3GAP1,-0.77
MyList,GO Biological Processes,19,GO:0043410,positive regulation of MAPK cascade,19_GO:0048518 positive regulation of biological process,-2.6,3.5,3.8,30284,464,151,8,5.3,1.8,2771|4281|4671|5154|7099|8737|8829|9590,GNAI2|MID1|NAIP|PDGFA|TLR4|RIPK1|NRP1|AKAP12,-0.77
MyList,GO Biological Processes,19,GO:0150076,neuroinflammatory response,19_GO:0050896 response to stimulus,-2.6,11,5.3,30284,53,151,3,2,1.1,1191|2908|3764,CLU|NR3C1|KCNJ8,-0.77
MyList,GO Biological Processes,19,GO:0072594,establishment of protein localization to organelle,19_GO:0051179 localization,-2.6,3.9,3.9,30284,364,151,7,4.6,1.7,1191|3329|5534|8943|10204|10762|22930,CLU|HSPD1|PPP3R1|AP3D1|NUTF2|NUP50|RAB3GAP1,-0.77
MyList,GO Biological Processes,19,GO:0044283,small molecule biosynthetic process,19_GO:0009987 cellular process,-2.6,3.4,3.8,30284,466,151,8,5.3,1.8,18|3990|4671|5831|10955|51141|51816|55312,ABAT|LIPC|NAIP|PYCR1|SERINC3|INSIG2|ADA2|RFK,-0.76
MyList,GO Biological Processes,19,GO:0002200,somatic diversification of immune receptors,19_GO:0002376 immune system process,-2.6,11,5.3,30284,54,151,3,2,1.1,604|3329|7528,BCL6|HSPD1|YY1,-0.76
MyList,Canonical Pathways,11,M286,PID TGFBR PATHWAY,,-2.6,11,5.3,30284,54,151,3,2,1.1,2280|6654|7531,FKBP1A|SOS1|YWHAE,-0.76
MyList,GO Biological Processes,19,GO:0002011,morphogenesis of an epithelial sheet,19_GO:0032502 developmental process,-2.6,11,5.3,30284,54,151,3,2,1.1,1289|3693|6654,COL5A1|ITGB5|SOS1,-0.76
MyList,GO Biological Processes,19,GO:0000226,microtubule cytoskeleton organization,19_GO:0009987 cellular process,-2.6,3.1,3.6,30284,578,151,9,6,1.9,2801|4134|4139|4281|4926|10381|10426|23032|29901,GOLGA2|MAP4|MARK1|MID1|NUMA1|TUBB3|TUBGCP3|USP33|SAC3D1,-0.75
MyList,GO Biological Processes,19,GO:0032386,regulation of intracellular transport,19_GO:0051179 localization,-2.6,4.4,4,30284,273,151,6,4,1.6,444|4926|5566|5962|7531|30846,ASPH|NUMA1|PRKACA|RDX|YWHAE|EHD2,-0.75
MyList,Reactome Gene Sets,6,R-HSA-9824446,Viral Infection Pathways,,-2.6,2.9,3.6,30284,692,151,10,6.6,2,1025|2280|3703|5878|6654|7531|8737|8829|10381|10762,CDK9|FKBP1A|STT3A|RAB5C|SOS1|YWHAE|RIPK1|NRP1|TUBB3|NUP50,-0.75
MyList,GO Biological Processes,19,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,19_GO:0032501 multicellular organismal process,-2.6,7,4.6,30284,114,151,4,2.6,1.3,1191|7099|8737|9590,CLU|TLR4|RIPK1|AKAP12,-0.75
MyList,GO Biological Processes,19,GO:0042325,regulation of phosphorylation,19_GO:0050789 regulation of biological process,-2.6,2.9,3.6,30284,694,151,10,6.6,2,355|595|718|5154|7099|8737|8829|9077|23770|64943,FAS|CCND1|C3|PDGFA|TLR4|RIPK1|NRP1|DIRAS3|FKBP8|NT5DC2,-0.74
MyList,WikiPathways,27,WP5346,8p23 1 copy number variation syndrome,,-2.6,11,5.2,30284,55,151,3,2,1.1,3329|4926|7099,HSPD1|NUMA1|TLR4,-0.74
MyList,GO Biological Processes,19,GO:0098657,import into cell,19_GO:0051179 localization,-2.6,2.9,3.5,30284,697,151,10,6.6,2,493|3764|4641|5878|7099|8943|9260|10060|23032|30846,ATP2B4|KCNJ8|MYO1C|RAB5C|TLR4|AP3D1|PDLIM7|ABCC9|USP33|EHD2,-0.73
MyList,GO Biological Processes,19,GO:0043085,positive regulation of catalytic activity,19_GO:0065007 biological regulation,-2.6,3.1,3.6,30284,584,151,9,6,1.9,355|444|595|5154|7099|8743|22930|51735|55312,FAS|ASPH|CCND1|PDGFA|TLR4|TNFSF10|RAB3GAP1|RAPGEF6|RFK,-0.73
MyList,GO Biological Processes,19,GO:0016241,regulation of macroautophagy,19_GO:0050789 regulation of biological process,-2.6,5.3,4.2,30284,191,151,5,3.3,1.5,5566|22930|23770|51322|79443,PRKACA|RAB3GAP1|FKBP8|WAC|FYCO1,-0.73
MyList,GO Biological Processes,19,GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway,19_GO:0050896 response to stimulus,-2.6,5.3,4.2,30284,191,151,5,3.3,1.5,3077|3693|7791|9392|23770,HFE|ITGB5|ZYX|TGFBRAP1|FKBP8,-0.73
MyList,GO Biological Processes,19,GO:0030522,intracellular receptor signaling pathway,19_GO:0050896 response to stimulus,-2.6,5.3,4.2,30284,191,151,5,3.3,1.5,2908|3764|6257|7099|7531,NR3C1|KCNJ8|RXRB|TLR4|YWHAE,-0.73
MyList,Reactome Gene Sets,6,R-HSA-5357801,Programmed Cell Death,,-2.6,6.9,4.5,30284,116,151,4,2.6,1.3,5534|7531|8737|219699,PPP3R1|YWHAE|RIPK1|UNC5B,-0.73
MyList,GO Biological Processes,19,GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,19_GO:0048518 positive regulation of biological process,-2.6,11,5.2,30284,56,151,3,2,1.1,595|5962|8450,CCND1|RDX|CUL4B,-0.73
MyList,GO Biological Processes,19,GO:0048260,positive regulation of receptor-mediated endocytosis,19_GO:0051179 localization,-2.6,11,5.2,30284,56,151,3,2,1.1,718|1191|3077,C3|CLU|HFE,-0.73
MyList,GO Biological Processes,19,GO:0006956,complement activation,19_GO:0002376 immune system process,-2.6,11,5.2,30284,56,151,3,2,1.1,629|718|1191,CFB|C3|CLU,-0.73
MyList,GO Biological Processes,19,GO:0007015,actin filament organization,19_GO:0009987 cellular process,-2.6,4.3,3.9,30284,278,151,6,4,1.6,1627|3693|4641|5756|7408|7791,DBN1|ITGB5|MYO1C|TWF1|VASP|ZYX,-0.73
MyList,GO Biological Processes,19,GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,19_GO:0048518 positive regulation of biological process,-2.5,10,5.1,30284,58,151,3,2,1.1,7099|8737|8743,TLR4|RIPK1|TNFSF10,-0.69
MyList,WikiPathways,27,WP558,Complement and coagulation cascades,,-2.5,10,5.1,30284,58,151,3,2,1.1,629|718|1191,CFB|C3|CLU,-0.69
MyList,GO Biological Processes,19,GO:0099518,vesicle cytoskeletal trafficking,19_GO:0051179 localization,-2.5,10,5.1,30284,58,151,3,2,1.1,4641|8943|79443,MYO1C|AP3D1|FYCO1,-0.69
MyList,GO Biological Processes,19,GO:0051092,positive regulation of NF-kappaB transcription factor activity,19_GO:0050789 regulation of biological process,-2.5,6.7,4.4,30284,120,151,4,2.6,1.3,1191|7099|8737|8986,CLU|TLR4|RIPK1|RPS6KA4,-0.69
MyList,GO Biological Processes,19,GO:0001838,embryonic epithelial tube formation,19_GO:0032502 developmental process,-2.5,6.7,4.4,30284,120,151,4,2.6,1.3,5566|5754|7408|10762,PRKACA|PTK7|VASP|NUP50,-0.69
MyList,WikiPathways,27,WP2431,Spinal cord injury,,-2.5,6.7,4.4,30284,120,151,4,2.6,1.3,595|2280|6347|7099,CCND1|FKBP1A|CCL2|TLR4,-0.69
MyList,WikiPathways,27,WP4541,Hippo Merlin signaling dysregulation,,-2.5,6.6,4.4,30284,121,151,4,2.6,1.3,595|3693|5566|7004,CCND1|ITGB5|PRKACA|TEAD4,-0.69
MyList,GO Biological Processes,19,GO:0070374,positive regulation of ERK1 and ERK2 cascade,19_GO:0048518 positive regulation of biological process,-2.5,5.1,4.1,30284,198,151,5,3.3,1.5,2771|5154|7099|8829|9590,GNAI2|PDGFA|TLR4|NRP1|AKAP12,-0.69
MyList,KEGG Pathway,24,hsa05202,Transcriptional misregulation in cancer,,-2.5,5.1,4.1,30284,198,151,5,3.3,1.5,604|1025|2119|5154|6257,BCL6|CDK9|ETV5|PDGFA|RXRB,-0.69
MyList,WikiPathways,27,WP3896,Dengue 2 interactions with complement and coagulation cascades,,-2.5,10,5,30284,59,151,3,2,1.1,629|718|1191,CFB|C3|CLU,-0.69
MyList,Canonical Pathways,11,M281,PID FAK PATHWAY,,-2.5,10,5,30284,59,151,3,2,1.1,595|3693|6654,CCND1|ITGB5|SOS1,-0.69
MyList,KEGG Pathway,24,hsa04923,Regulation of lipolysis in adipocytes,,-2.5,10,5,30284,59,151,3,2,1.1,2771|5566|51099,GNAI2|PRKACA|ABHD5,-0.69
